award_title,years,finalist,winner,groups
"Outstanding Technical Direction, Camerawork, Video Control for a Limited Series, Movie or Special",2017 Awards,The 70th Annual Tony Awards,,"Eric Becker, (technical director),, ,Mike Anderson, (technical director),, ,J.M. Hurley, (senior video control),, ,Ka-Lai Wong, (senior video control),, ,Rob Balton, (camera),, ,Bob DelRusso, (camera),, ,Charlie Huntley, (camera),, ,Ernie Jew, (camera),, ,Jay Kulick, (camera),, ,Tore Livia, (camera),, ,John Meiklejohn, (camera),, ,Lyn Noland, (camera),, ,Jimmy O'Donnell, (camera),, ,Mark Whitman, (camera),, ,Shaun Harkins, (camera),, ,Jim Tufaro, (camera),, ,Joe De Bonis, (camera)"
"Outstanding Technical Direction, Camerawork, Video Control for a Limited Series, Movie or Special",2017 Awards,The Late Late Show Primetime Carpool Karaoke Special,,"Oleg Sekulovski, (technical director),, ,Taylor Campanian, (video control),, ,Jordan Harriman, (video control),, ,Scott Acosta, (camera),, ,Joel Binger, (camera),, ,Scott Daniels, (camera),, ,Josh Gitersonke, (camera),, ,Peter Hutchison, (camera),, ,Scott Kaye, (camera),, ,Mark McIntire, (camera),, ,Edward Nelson, (camera),, ,Jim Velarde, (camera)"
"Outstanding Technical Direction, Camerawork, Video Control for a Limited Series, Movie or Special",2017 Awards,The Oscars,,"Eric Becker, (technical director),, ,Kenneth Shapiro, (technical director),, ,John Pritchett, (technical director),, ,Guy Jones, (video control),, ,Terrance Ho, (video control),, ,Keith Winikoff, (video control),, ,Bob DelRusso, (camera),, ,Dave Eastwood, (camera),, ,Ralph Bolton, (camera),, ,David Carline, (camera),, ,Jay Kulick, (camera),, ,Danny Webb, (camera),, ,Shaun Harkins, (camera),, ,Garrett Hurt, (camera),, ,Tore Livia, (camera),, ,Allen Merriweather, (camera),, ,Lyn Noland, (camera),, ,Freddy Frederick, (camera),, ,George Prince, (camera),, ,Mark Whitman, (camera),, ,Rob Balton, (camera),, ,Danny Bonilla, (camera),, ,Rob Palmer, (camera),, ,David Plakos, (camera),, ,Easter Xua, (camera),, ,Devin Atwood, (camera)"
"Outstanding Technical Direction, Camerawork, Video Control for a Series",2017 Awards,Saturday Night Live,Winner,"Steven Cimino, (technical director),, ,Johnny Pinto, (camera),, ,Paul Cangialosi, (camera),, ,Len Wechsler, (camera),, ,Eric Eisenstein, (camera),, ,Dave Driscoll, (camera),, ,Susan Noll, (video control),, ,Frank Grisanti, (video control),, ,Jeff Latonero, (camera),, ,Ann Bergstrom, (camera),, ,Randy Bittle, (camera)"
"Outstanding Technical Direction, Camerawork, Video Control for a Series",2017 Awards,Dancing with the Stars,,"Charles Ciup,, ,Helena Jackson,, ,Brian Reason,, ,Ron Lehman,, ,Nathanial Havholm,, ,Bettina Levesque,, ,Bert Atkinson,, ,Daryl Studebaker,, ,Adam Margolis,, ,Damien Tuffereau,, ,Andrew Waruszewski,, ,Mike Malone,, ,Mike Carr,, ,Rob Palmer,, ,Keith Dicker,, ,Freddy Frederick,, ,Ed Horton,, ,Ed Moore,, ,Chris Hill"
"Outstanding Technical Direction, Camerawork, Video Control for a Series",2017 Awards,Last Week Tonight with John Oliver,,"Dave Saretsky, (technical director),, ,Augie Yuson, (video control),, ,Dante Pagano, (camera),, ,John Harrison, (camera),, ,Rob Balton, (camera),, ,Jeff Latonero, (camera),, ,Jerry Cancel, (camera)"
"Outstanding Technical Direction, Camerawork, Video Control for a Series",2017 Awards,The Big Bang Theory,,"Brian W. Armstrong, (camera),, ,John DeChene, (camera),, ,Jamie Hitchcock, (camera),, ,Richard Price, (camera),, ,Nick Gomez, (camera),, ,John O'Brien, (video control)"
"Outstanding Technical Direction, Camerawork, Video Control for a Series",2017 Awards,The Voice,,"Allan Wells, (technical director),, ,Terrance Ho, (video control),, ,Diane Biederbeck, (camera),, ,Danny Bonilla, (camera),, ,Suzanne Ebner, (camera),, ,Guido Frenzel, (camera),, ,Alex Hernandez, (camera),, ,Dave Hilmer, (camera),, ,Marc Hunter, (camera),, ,Scott Hylton, (camera),, ,Katherine Iacofano, (camera),, ,Scott Kaye, (camera),, ,Ron Lehman, (camera),, ,Steve Martyniuk, (camera),, ,John Perry, (camera),, ,Jofre Rosero, (camera),, ,Steve Simmons, (camera)"
Outstanding Writing for Nonfiction Programming,2017 Awards,13th,Winner,"Ava DuVernay,, ,Spencer Averick"
Outstanding Writing for Nonfiction Programming,2017 Awards,Amanda Knox,,"Brian McGinn, (written by),, ,Matthew Hamachek, (written by)"
Outstanding Writing for Nonfiction Programming,2017 Awards,Anthony Bourdain: Parts Unknown,,Anthony Bourdain
Outstanding Writing for Nonfiction Programming,2017 Awards,Bill Nye Saves the World,,"Mike Drucker, (head writer),, ,Phil Plait, (head writer),, ,Cece Pleasants, (writer),, ,Prashanth Venkataramanujam, (writer),, ,Sanden Totten, (writer),, ,Flora Lichtman, (writer),, ,Teagan Wall, (writer),, ,Bill Nye, (writer),, ,Michael Naidus, (writer)"
Outstanding Writing for Nonfiction Programming,2017 Awards,The Beatles: Eight Days a Week - The Touring Years,,Mark Monroe
Outstanding Creative Achievement in Interactive Media within a Scripted Program,2017 Awards,Planet of the Couches,,"James L. Brooks, (executive producer),, ,Al Jean, (executive producer),, ,Matt Groening, (executive producer),, ,David Silverman, (directed by)"
Outstanding Creative Achievement in Interactive Media within a Scripted Program,2017 Awards,Stranger Things VR,,"Craig Weiss, (executive creative director),, ,George Bloom, (executive producer),, ,Jim Berndt, (head of VR)"
Outstanding Drama Series,2016 Awards,Game of Thrones,Winner,"David Benioff, (executive producer),, ,D.B. Weiss, (executive producer),, ,Carolyn Strauss, (executive producer),, ,Frank Doelger, (executive producer),, ,Bernadette Caulfield, (executive producer),, ,Vince Gerardis, (co-executive producer),, ,Guymon Casady, (co-executive producer),, ,George R.R. Martin, (co-executive producer),, ,Bryan Cogman, (supervising producer),, ,Christopher Newman, (producer),, ,Greg Spence, (producer),, ,Lisa McAtackney, (producer)"
Outstanding Drama Series,2016 Awards,Better Call Saul,,"Vince Gilligan, (executive producer),, ,Peter Gould, (executive producer),, ,Mark Johnson, (executive producer),, ,Melissa Bernstein, (executive producer),, ,Thomas Schnauz, (executive producer),, ,Gennifer Hutchison, (co-executive producer),, ,Nina Jack, (supervising producer),, ,Diane Mercer, (producer),, ,Bob Odenkirk, (producer),, ,Robin Sweet, (produced by)"
Outstanding Drama Series,2016 Awards,Downton Abbey,,"Gareth Neame, (executive producer),, ,Julian Fellowes, (executive producer),, ,Liz Trubridge, (executive producer),, ,Nigel Marchant, (executive producer),, ,Chris Croucher, (producer)"
Outstanding Drama Series,2016 Awards,Homeland,,"Alex Gansa, (executive producer),, ,Howard Gordon, (executive producer),, ,Chip Johannessen, (executive producer),, ,Lesli Linka Glatter, (executive producer),, ,Meredith Stiehm, (executive producer),, ,Avi Nir, (executive producer),, ,Ran Telem, (executive producer),, ,Gideon Raff, (executive producer),, ,Patrick Harbinson, (executive producer),, ,Michael Klick, (co-executive producer),, ,Claire Danes, (co-executive producer),, ,Ron Nyswaner, (co-executive producer),, ,Ted Mann, (co-executive producer),, ,Benjamin Cavell, (co-executive producer),, ,Lauren White, (producer),, ,Katie O'Hara, (producer)"
Outstanding Drama Series,2016 Awards,House of Cards,,"Beau Willimon, (executive producer),, ,Andrew Davies, (executive producer),, ,Michael Dobbs, (executive producer),, ,Robin Wright, (executive producer),, ,Kevin Spacey, (executive producer),, ,Dana Brunetti, (executive producer),, ,Joshua Donen, (executive producer),, ,Eric Roth, (executive producer),, ,David Fincher, (executive producer),, ,John Mankiewicz, (co-executive producer),, ,Robert Zotnowski, (co-executive producer),, ,Jay Carson, (supervising producer),, ,Frank Pugliese, (supervising producer),, ,Hameed Shaukat, (producer),, ,Boris Malden, (produced by)"
Outstanding Drama Series,2016 Awards,Mr. Robot,,"Sam Esmail, (executive producer),, ,Chad Hamilton, (executive producer),, ,Steve Golin, (executive producer),, ,Kyle Bradstreet, (supervising producer),, ,David Iserson, (supervising producer),, ,Margo Myers, (produced by)"
Outstanding Drama Series,2016 Awards,The Americans,,"Joseph Weisberg, (executive producer),, ,Joel Fields, (executive producer),, ,Graham Yost, (executive producer),, ,Darryl Frank, (executive producer),, ,Justin Falvey, (executive producer),, ,Chris Long, (executive producer),, ,Stephen Schiff, (coexecutive producer),, ,Mary Rae Thewlis, (produced by),, ,Joshua Brand, (consulting producer)"
Outstanding Comedy Series,2016 Awards,Veep,Winner,"David Mandel, (executive producer),, ,Frank Rich, (executive producer),, ,Julia Louis-Dreyfus, (executive producer),, ,Lewis Morton, (executive producer),, ,Christopher Godsick, (executive producer),, ,Morgan Sackett, (co-executive producer),, ,Sean Gray, (co-executive producer),, ,Peter Huyck, (co-executive producer),, ,Alex Gregory, (co-executive producer),, ,Jim Margolis, (co-executive producer),, ,Georgia Pritchett, (co-executive producer),, ,Will Smith, (co-executive producer),, ,Chris Addison, (supervising producer),, ,Rachel Axler, (supervising producer),, ,David Hyman, (produced by),, ,Erik Kenward, (consulting producer),, ,Billy Kimball, (consulting producer),, ,Steve Koren, (consulting producer)"
Outstanding Comedy Series,2016 Awards,Black-ish,,"Kenya Barris, (executive producer),, ,Jonathan Groff, (executive producer),, ,Anthony Anderson, (executive producer),, ,E. Brian Dobbins, (executive producer),, ,Laurence Fishburne, (executive producer),, ,Helen Sugland, (executive producer),, ,Gail Lerner, (co-executive producer),, ,Vijal Patel, (co-executive producer),, ,Corey Nickerson, (co-executive producer),, ,Courtney Lilly, (co-executive producer),, ,Lindsey Shockley, (supervising producer),, ,Peter Saji, (supervising producer),, ,Jenifer Rice-Genzuk, (supervising producer),, ,Hale Rothstein, (supervising producer),, ,Michael Petok, (produced by)"
Outstanding Comedy Series,2016 Awards,Master of None,,"Aziz Ansari, (executive producer),, ,Alan Yang, (executive producer),, ,Michael Schur, (executive producer),, ,David Miner, (executive producer),, ,Dave Becky, (executive producer),, ,Harris Wittels, (co-executive producer),, ,Igor Srubshchik, (produced by)"
Outstanding Comedy Series,2016 Awards,Modern Family,,"Steven Levitan, (executive producer),, ,Christopher Lloyd, (executive producer),, ,Paul Corrigan, (executive producer),, ,Brad Walsh, (executive producer),, ,Danny Zuker, (executive producer),, ,Abraham Higginbotham, (executive producer),, ,Jeffrey Richman, (executive producer),, ,Elaine Ko, (executive producer),, ,Stephen Lloyd, (executive producer),, ,Jeffrey Morton, (executive producer),, ,Vali Chandrasekaran, (co-executive producer),, ,Chuck Tatham, (co-executive producer),, ,Andrew Gordon, (co-executive producer),, ,Jon Pollack, (co-executive producer),, ,Vanessa McCarthy, (co-executive producer),, ,Chris Smirnoff, (producer),, ,Sally Young, (producer)"
Outstanding Comedy Series,2016 Awards,Silicon Valley,,"Mike Judge, (executive producer),, ,Alec Berg, (executive producer),, ,Michael Rotenberg, (executive producer),, ,Tom Lassally, (executive producer),, ,Clay Tarver, (co-executive producer),, ,Dan O'Keefe, (co-executive producer),, ,Ron Weiner, (co-executive producer),, ,John Levenstein, (co-executive producer),, ,Jim Kleverweis, (co-executive producer),, ,Carrie Kemper, (supervising producer),, ,Adam Countee, (producer)"
Outstanding Comedy Series,2016 Awards,Transparent,,"Joey Soloway, (executive producer),, ,Andrea Sperling, (executive producer),, ,Victor Hsu, (co-executive producer),, ,Bridget Bedard, (co-executive producer),, ,Noah Harpster, (producer),, ,Micah Fitzerman-Blue, (producer),, ,Rick Rosenthal, (consulting producer)"
Outstanding Comedy Series,2016 Awards,Unbreakable Kimmy Schmidt,,"Robert Carlock, (executive producer),, ,Tina Fey, (executive producer),, ,Jeff Richmond, (executive producer),, ,David Miner, (executive producer),, ,Allison Silverman, (co-executive producer),, ,Josh Siegal, (co-executive producer),, ,Dylan Morgan, (co-executive producer),, ,Eric Gurian, (co-executive producer),, ,Sam Means, (supervising producer),, ,Dan Rubin, (supervising producer),, ,Leila Strachan, (supervising producer),, ,Dara Schnapper, (producer),, ,Jerry Kupfer, (produced by)"
Outstanding Limited Series,2016 Awards,American Crime Story,Winner,"Ryan Murphy, (executive producer),, ,Nina Jacobson, (executive producer),, ,Brad Simpson, (executive producer),, ,Brad Falchuk, (executive producer),, ,Scott Alexander, (executive producer),, ,Larry Karaszewski, (executive producer),, ,D.V. DeVincentis, (co-executive producer),, ,Anthony Hemingway, (co-executive producer),, ,Alexis Martin Woodall, (producer),, ,John Travolta, (producer),, ,Chip Vucelich, (produced by)"
Outstanding Limited Series,2016 Awards,American Crime,,"John Ridley, (executive producer),, ,Michael J. McDonald, (executive producer),, ,Julie Hébert, (co-executive producer),, ,Stacy A. Littlejohn, (co-executive producer),, ,Diana Son, (co-executive producer),, ,Keith Huff, (supervising producer),, ,Lori-Etta Taub, (produced by)"
Outstanding Limited Series,2016 Awards,Fargo,,"Noah Hawley, (executive producer),, ,Warren Littlefield, (executive producer),, ,John Cameron, (executive producer),, ,Joel Coen, (executive producer),, ,Ethan Coen, (executive producer),, ,Kim Todd, (producer),, ,Chad Oakes, (producer),, ,Michael Frislev, (producer)"
Outstanding Limited Series,2016 Awards,Roots,,"Barry Jossen, (executive producer),, ,Lawrence Konner, (executive producer),, ,Mark Rosenthal, (executive producer),, ,Will Packer, (executive producer),, ,Marc Toberoff, (executive producer),, ,Mark Wolper, (executive producer),, ,LeVar Burton, (co-executive producer),, ,Korin Williams, (co-executive producer),, ,Ann Kindberg, (producer),, ,Alissa M. Kantrow, (produced by)"
Outstanding Limited Series,2016 Awards,The Night Manager,,"Stephen Garrett, (executive producer),, ,Simon Cornwell, (executive producer),, ,Stephen Cornwell, (executive producer),, ,Susanne Bier, (executive producer),, ,David Farr, (executive producer),, ,John le Carré, (executive producer),, ,Tom Hiddleston, (executive producer),, ,Hugh Laurie, (executive producer),, ,Alexei Boltho, (executive producer),, ,William D. Johnson, (executive producer),, ,Rob Bullock, (producer)"
Outstanding Television Movie,2016 Awards,Sherlock,Winner,"Mark Gatiss, (executive producer),, ,Steven Moffat, (executive producer),, ,Beryl Vertue, (executive producer),, ,Sue Vertue, (executive producer),, ,Rebecca Eaton, (executive producer)"
Outstanding Television Movie,2016 Awards,A Very Murray Christmas,,"Sofia Coppola, (executive producer),, ,Mitch Glazer, (executive producer),, ,Bill Murray, (executive producer),, ,Roman Coppola, (executive producer),, ,Tony Hernandez, (executive producer),, ,Casey Patterson, (co-executive producer),, ,Lilly Burns, (producer),, ,John Skidmore, (producer),, ,Michael Zakin, (co-executive producer)"
Outstanding Television Movie,2016 Awards,All the Way,,"Steven Spielberg, (executive producer),, ,Robert Schenkkan, (executive producer),, ,Bryan Cranston, (executive producer),, ,Jay Roach, (executive producer),, ,Justin Falvey, (executive producer),, ,Darryl Frank, (executive producer),, ,James Degus, (co-executive producer),, ,Michelle Graham, (co-executive producer),, ,Scott Ferguson, (produced by)"
Outstanding Television Movie,2016 Awards,Confirmation,,"Michael London, (executive producer),, ,Janice Williams, (executive producer),, ,Kerry Washington, (executive producer),, ,Susannah Grant, (executive producer),, ,Darren M. Demetre, (produced by)"
Outstanding Television Movie,2016 Awards,Luther,,"Elizabeth Kilgarriff, (executive producer),, ,Marcus Wilson, (produced by)"
Outstanding Lead Actor in a Drama Series,2016 Awards,Rami Malek,Winner,Mr. Robot
Outstanding Lead Actor in a Drama Series,2016 Awards,Bob Odenkirk,,Better Call Saul
Outstanding Lead Actor in a Drama Series,2016 Awards,Kevin Spacey,,House of Cards
Outstanding Lead Actor in a Drama Series,2016 Awards,Kyle Chandler,,Bloodline
Outstanding Lead Actor in a Drama Series,2016 Awards,Liev Schreiber,,Ray Donovan
Outstanding Lead Actor in a Drama Series,2016 Awards,Matthew Rhys,,The Americans
Outstanding Lead Actress in a Drama Series,2016 Awards,Tatiana Maslany,Winner,Orphan Black
Outstanding Lead Actress in a Drama Series,2016 Awards,Claire Danes,,Homeland
Outstanding Lead Actress in a Drama Series,2016 Awards,Keri Russell,,The Americans
Outstanding Lead Actress in a Drama Series,2016 Awards,Robin Wright,,House of Cards
Outstanding Lead Actress in a Drama Series,2016 Awards,Taraji P. Henson,,Empire
Outstanding Lead Actress in a Drama Series,2016 Awards,Viola Davis,,How to Get Away with Murder
Outstanding Lead Actor in a Comedy Series,2016 Awards,Jeffrey Tambor,Winner,Transparent
Outstanding Lead Actor in a Comedy Series,2016 Awards,Anthony Anderson,,Black-ish
Outstanding Lead Actor in a Comedy Series,2016 Awards,Aziz Ansari,,Master of None
Outstanding Lead Actor in a Comedy Series,2016 Awards,Thomas Middleditch,,Silicon Valley
