award_title,years,finalist,winner,groups,url
Outstanding Short Form Nonfiction or Reality Series,2018 Awards,Anthony Bourdain: Explore Parts Unknown,Winner,"Kate Kunath, (executive producer),, ,Ed O'Keefe, (executive producer),, ,Amy Entelis, (executive producer),, ,Nathan Thornburgh, (executive producer),, ,Nitya Chambers, (executive producer),, ,Matt Goulding, (executive producer)",/title/tt10655258/?ref_=m_ev_nom
Outstanding Short Form Nonfiction or Reality Series,2018 Awards,Inside Look: The Assassination of Gianni Versace - American Crime Story,,"Stephanie Gibbons, (executive producer),, ,Sally Daws, (executive producer),, ,Kenna McCabe, (executive producer),, ,Maureen Timpa, (executive producer),, ,Ryan Murphy, (executive producer),, ,Tanase Popa, (executive producer)",/title/tt8010592/?ref_=m_ev_nom
Outstanding Short Form Nonfiction or Reality Series,2018 Awards,Jay Leno's Garage,,"Jay Leno, (executive producer),, ,Helga Pollock, (producer),, ,Kico Velarde, (producer),, ,David Swift, (producer),, ,Walker Dalton, (producer),, ,Steve Reich, (producer)",/title/tt2059823/?ref_=m_ev_nom
Outstanding Short Form Nonfiction or Reality Series,2018 Awards,Last Chance Kitchen,,"Dan Cutforth, (executive producer),, ,Jane Lipsitz, (executive producer),, ,Doneen Arquines, (executive producer),, ,Mark Hunter Braun, (co-executive producer)",/title/tt8105326/?ref_=m_ev_nom
Outstanding Short Form Nonfiction or Reality Series,2018 Awards,"Stephanie Gibbons,Sally Daws,Kenna McCabe,Maureen Timpa,Joseph Weisberg,Joel Fields",,,/name/nm1920211/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,Carpool Karaoke,Winner,"Ben Winston, (executive producer),, ,James Corden, (executive producer/host),, ,Eric Pankowski, (executive producer),, ,Sheila Rogers, (supervising producer),, ,Benjamin Green, (producer),, ,Diana Miller, (producer)",/title/tt6396082/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,Creating Saturday Night Live,,"Lorne Michaels, (executive producer),, ,Osmany Rodriguez, (co-executive producer),, ,Christopher Voss, (co-executive producer),, ,Matt Yonks, (co-executive producer),, ,Erin Doyle, (producer),, ,Michael Scogin, (supervising producer)",/title/tt11712986/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,Gay of Thrones,,"Erin Gibson, (executive producer),, ,Jonathan Van Ness, (executive producer),, ,Kate Lilly, (executive producer),, ,Matt Mazany, (executive producer),, ,Ross Buran, (supervising producer)",/title/tt2946308/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,Honest Trailers,,"Dan Murrell, (producer),, ,Spencer Gilbert, (producer),, ,Joe Starr, (producer)",/title/tt2610260/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,The Daily Show,,"Trevor Noah, (executive producer/host),, ,Steve Bodow, (executive producer),, ,Jennifer Flanz, (executive producer),, ,Ramin Hedayati, (supervising producer),, ,Matt Negrin, (producer),, ,Jocelyn Conn, (produced by)",/title/tt0115147/?ref_=m_ev_nom
Outstanding Short Form Variety Series,2018 Awards,The Tonight Show Starring Jimmy Fallon,,"Jimmy Fallon, (executive producer),, ,Chris Tartaro, (executive producer),, ,Chad Wollett, (executive producer),, ,Julie Gurovitsch, (executive producer),, ,Gerard Bradford, (produced by),, ,Mike DiCenzo, (produced by)",/title/tt3444938/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Comedy Series,2018 Awards,The Marvelous Mrs. Maisel,Winner,"Brian A. Kates, (editor)",/title/tt5788792/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Comedy Series,2018 Awards,Atlanta,,Kyle Reiter,/title/tt4288182/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Comedy Series,2018 Awards,Atlanta,,Isaac Hagy,/title/tt4288182/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Comedy Series,2018 Awards,Barry,,Jeff Buchanan,/title/tt5348176/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Comedy Series,2018 Awards,Barry,,Kyle Reiter,/title/tt5348176/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Drama Series,2018 Awards,The Handmaid's Tale,Winner,"Wendy Hallam Martin, (editor)",/title/tt5834204/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Drama Series,2018 Awards,Game of Thrones,,Katie Weiland,/title/tt0944947/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Drama Series,2018 Awards,Game of Thrones,,Crispin Green,/title/tt0944947/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Drama Series,2018 Awards,Game of Thrones,,Tim Porter,/title/tt0944947/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Drama Series,2018 Awards,Stranger Things,,Kevin D. Ross,/title/tt4574334/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Limited Series or Movie,2018 Awards,Black Mirror,Winner,"Selina Macarthur, (editor)",/title/tt2085059/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Limited Series or Movie,2018 Awards,American Crime Story,,"Chi Yoon Chung, (Editor)",/title/tt2788432/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Limited Series or Movie,2018 Awards,American Crime Story,,Shelly Westerman,/title/tt2788432/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Limited Series or Movie,2018 Awards,American Crime Story,,"Emily Greene, (Editor)",/title/tt2788432/?ref_=m_ev_nom
Outstanding Single-Camera Picture Editing for a Limited Series or Movie,2018 Awards,Twin Peaks,,"Duwayne Dunham, (Editor),, ,Brian Berdan, (Additional Editor),, ,Jonathan P. Shaw, (Additional Editor),, ,Justin Krohn, (Additional Editor),, ,Jason Tucker, (Additional Editor),, ,David Lynch, (Additional Editor)",/title/tt4093826/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Atlanta,Winner,"Trevor Gates, (supervising sound editor),, ,Jason Dotts, (dialogue editor & adr editor),, ,David Barbee, (sound effects editor),, ,Jordan McClain, (foley editor),, ,Geordy Sincavage, (foley editor),, ,Michael S. Head, (foley editor),, ,Tara Blume, (foley artist),, ,Matt Salib, (foley artist)",/title/tt4288182/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Ballers,,"Mark Relyea, (sound supervisor),, ,Bruno Roussel, (music editor),, ,Julie Altus, (ADR supervisor),, ,Robert Guastini, (dialogue editor),, ,David Barbee, (sound effects editor),, ,Joseph T. Sabella, (foley artist),, ,Damien Smith, (foley artist)",/title/tt2891574/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Barry,,"Matthew E. Taylor, (sound supervisor),, ,Sean Heissinger, (dialogue/adr editor),, ,Rickley W. Dumm, (sound effects editor),, ,John Sanacore, (foley editor),, ,Michael Brake, (music editor),, ,Hilda Hodges, (foley editor),, ,Rick Owens, (foley editor)",/title/tt5348176/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Star Wars Rebels,,"Matthew Wood, (co-supervising sound editor),, ,David Acord, (co-supervising sound editor),, ,Bonnie Wild, (sound editor),, ,Kimberly Patrick, (sound editor),, ,Frank Rinella, (sound editor),, ,Sean Kiner, (music editor),, ,Ronni Brown, (foley artist),, ,Margie O'Malley, (foley artist)",/title/tt2930604/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Vice Principals,,"George Haddad, (sound Supervisor),, ,Dale Chaloukian, (dialogue/ADR editor),, ,Karyn Foster, (dialogue/ADR editor),, ,Chad J. Hughes, (sound effects editor),, ,Marc Meyer, (sound effects editor),, ,James Gallivan, (foley editor),, ,Michael Brake, (music editor),, ,Louie Schultz, (music editor),, ,Gregg Barbanell, (foley artist),, ,Nancy Parker, (foley artist)",/title/tt3766376/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (One Hour),2018 Awards,Stranger Things,Winner,"Brad North, (sound supervisor),, ,Craig Henighan, (sound designer),, ,Tiffany S. Griffith, (dialogue editor),, ,Jordan Wilby, (sound effects editor),, ,David Werntz, (sound effects editor),, ,Antony Zeller, (supervising foley editor),, ,David Klotz, (music editor),, ,Zane D. Bruce, (foley artist),, ,Lindsay Pepper, (foley artist)",/title/tt4574334/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (One Hour),2018 Awards,Game of Thrones,,"Tim Kimmel, (sound supervisor),, ,Paula Fairfield, (sound designer),, ,Tim Hands, (supervising adr editor),, ,Paul Bercovitch, (supervising dialogue editor),, ,Bradley C. Katona, (sound effects editor),, ,John Matter, (foley editor),, ,Brett Voss, (foley editor),, ,David Klotz, (music editor),, ,Jeffrey Wilhoit, (foley artist),, ,Dylan Tuomy-Wilhoit, (foley artist)",/title/tt0944947/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (One Hour),2018 Awards,Homeland,,"Craig A. Dellinger, (supervising sound editor),, ,Eric Raber, (sound designer),, ,Ian Shedd, (dialogue editor),, ,Ryne Gierke, (dialogue editor),, ,Shawn Kennelly, (foley editor),, ,Jeff Charbonneau, (music editor),, ,Melissa Kennelly, (foley artist),, ,Vince Nicastro, (foley artist)",/title/tt1796960/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (One Hour),2018 Awards,Star Trek: Discovery,,"Jon Mete, (supervising sound editor),, ,Tim Farrell, (sound designer),, ,Christopher Assells, (sound editor),, ,Matthew E. Taylor, (adr editor),, ,Trevor Sperry, (foley editor),, ,Ashley Harvey, (dialogue editor),, ,Angelo Palazzo, (sound effects editor),, ,Peter D. Lago, (sound effects editor),, ,Christopher Scarabosio, (sound effects editor),, ,Matt Decker, (music editor),, ,James Bailey, (foley artist),, ,Alex Ullrich, (foley artist),, ,Matt Salib, (foley artist)",/title/tt5171438/?ref_=m_ev_nom
Outstanding Sound Editing for a Comedy or Drama Series (One Hour),2018 Awards,Westworld,,"Thomas DeGorter, (sound supervisor),, ,Brett Hinton, (co-supervising sound editor),, ,Chris Kahwaty, (dialogue editor),, ,Fred Paragano, (dialogue editor),, ,Brian Armstrong, (sound editor),, ,Mark Allen, (sound effects editor),, ,Marc Glassman, (sound effects editor),, ,Allegra De Souza, (music editor),, ,Christopher Kaller, (music editor),, ,Michael S. Head, (foley editor),, ,Jordan McClain, (foley editor),, ,Geordy Sincavage, (foley editor),, ,Tara Blume, (foley artist),, ,Matt Salib, (foley artist),, ,Rick Owens, (foley artist)",/title/tt0475784/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,Black Mirror,Winner,"Kenny Clark, (sound supervisor & sound effects editor),, ,Michael Maroussas, (dialogue editor),, ,Matthew Skelding, (dialogue editor),, ,Dillon Bennett, (sound effects editor),, ,Dario Swade, (foley editor),, ,Ricky Butt, (foley artist),, ,Oliver Ferris, (foley artist)",/title/tt2085059/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,American Horror Story,,"Gary Megregian, (supervising sound editor),, ,Naaman Haynes, (dialogue editor),, ,Steven Stuhr, (dialogue editor),, ,Timothy A. Cleveland, (sound effects editor),, ,Paul J. Diller, (sound effects editor),, ,Mitchell Lestner, (sound effects editor),, ,David Klotz, (music editor),, ,Noel Vought, (foley artist),, ,Samuel Munoz, (foley editor)",/title/tt1844624/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,Fahrenheit 451,,"Jacob Ribicoff, (supervising sound editor/sound designer),, ,Deborah Wallach, (ADR editor),, ,Branka Mrkic, (dialogue editor),, ,Rich Bologna, (sound effects editor),, ,Chris Chae, (sound effects editor),, ,Isaac Derfel, (sound effects editor),, ,Daniel Brennan, (foley editor),, ,John M. Davis, (music editor),, ,Marko A. Costanzo, (foley artist)",/title/tt0360556/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,Godless,,"Wylie Stateman, (co-supervising sound editor),, ,Eric Hoehn, (co-supervising sound editor),, ,Harry Cohen, (sound effects designer),, ,Gregg Swiatlowski, (dialogue editor),, ,Hector C. Gika, (sound editor),, ,Leo Marcil, (sound editor),, ,Sylvain Lasseur, (sound editor),, ,Jackie Zhou, (sound editor),, ,Tom Kramer, (music editor)",/title/tt5516154/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,Twin Peaks,,"Ronald Eng, (sound supervisor),, ,Dean Hurley, (sound supervisor),, ,David Lynch, (sound designer),, ,David A. Cohen, (dialogue editor),, ,Kerry Dean Williams, (dialogue editor),, ,Luke Gibleon, (sound editor),, ,Willard Overstreet, (sound effects editor)",/title/tt4093826/?ref_=m_ev_nom
"Outstanding Sound Editing for a Limited Series, Movie or Special",2018 Awards,Waco,,"Kelly Oxford, (sound supervisor),, ,Karen Vassar Triest, (co-supervising sound editor),, ,Gayle Wesley, (foley editor),, ,Matthew Manselle, (foley editor),, ,Arno Stephanian, (foley editor),, ,Mitch Bederman, (music editor),, ,Brian Straub, (foley artist)",/title/tt6040674/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,Anthony Bourdain: Parts Unknown,Winner,"Brian Bracken, (sound editor),, ,Nick Brigden, (sound editor)",/title/tt2845786/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,Blue Planet II,,"Kate Hopkins, (sound editor),, ,Tim Owens, (sound editor)",/title/tt6769208/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,Jane,,"Warren Shaw, (Sound Supervisor),, ,Joshua Paul Johnson, (Co - Sound Supervisor),, ,Odin Benitez, (Sound Designer),, ,Peter Staubli, (Sound Designer),, ,Will Digby, (Sound Editor),, ,Suzana Peric, (Music Editor),, ,Tara Blume, (Foley Artist)",/title/tt7207238/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,The Defiant Ones,,"Jay Nierenberg, (supervising sound editor/designer),, ,Del Spiva, (music editor),, ,Katrina Frederick, (foley editor),, ,David Mann, (sound effects editor),, ,Todd Niesen, (dialogue editor)",/title/tt6958022/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,The Vietnam War,,"Erik Ewers, (sound designer/sound effects editor),, ,Mariusz Glabinski, (sound designer/sound effects editor),, ,Dave Mast, (sound designer/sound effects editor),, ,Jacob Ribicoff, (sound designer/sound effects editor),, ,Ryan Gifford, (sound effects editor),, ,Margaret Shepardson-Legere, (sound effects editor),, ,Ira Spiegel, (sound effects editor),, ,Matt Rigby, (dialogue editor),, ,Marlena Grzaslewicz, (dialogue editor),, ,Dan Korintus, (dialogue editor)",/title/tt1877514/?ref_=m_ev_nom
Outstanding Sound Editing for a Nonfiction Program (Single or Multi-Camera),2018 Awards,Wild Wild Country,,"Brent Kiser, (Sound Supervisor),, ,Jacob Flack, (Sound Designer),, ,Elliot Thompson, (Dialogue Editor),, ,Danielle Price, (Sound Effects Editor),, ,Timothy Preston, (Sound Effects Editor)",/title/tt7768848/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Barry,Winner,"Todd Beckett, (re-recording mixer),, ,Elmo Ponsdomenech, (re-recording mixer),, ,Benjamin Patrick, (production sound mixer)",/title/tt5348176/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Family Guy,,"Jim Fitzpatrick, (re-recording mixer),, ,Patrick S. Clark, (production mixer),, ,Aaron Diecker, (production mixer)",/title/tt0182576/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Modern Family,,"Stephen Tibbo,, ,Dean Okrand,, ,Brian Harman",/title/tt1442437/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Mozart in the Jungle,,"Andy D'Addario, (re-recording mixer),, ,Chris M. Jacobson, (re-recording mixer),, ,Ryotaro Harada, (production sound mixer)",/title/tt3502172/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,2018 Awards,Silicon Valley,,"Todd Beckett, (re-recording mixer),, ,Elmo Ponsdomenech, (re-recording mixer),, ,Benjamin Patrick, (production mixer)",/title/tt2575988/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (One Hour),2018 Awards,Game of Thrones,Winner,"Onnalee Blank, (re-recording mixer),, ,Mathew Waters, (re-recording mixer),, ,Richard Dyer, (production sound mixer),, ,Ronan Hill, (production sound mixer)",/title/tt0944947/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (One Hour),2018 Awards,Mr. Robot,,"John W. Cook II, (re-recording mixer),, ,William Freesh, (re-recording mixer) (as Bill Freesh),, ,Paul Drenning, (ADR mixer),, ,Joe White, (production mixer)",/title/tt4158110/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (One Hour),2018 Awards,Stranger Things,,"Joe Barnett, (re-recording mixer),, ,Adam Jenkins, (re-recording mixer),, ,Michael P. Clark, (production mixer),, ,Bill Higley, (adr mixer)",/title/tt4574334/?ref_=m_ev_nom
Outstanding Sound Mixing for a Comedy or Drama Series (One Hour),2018 Awards,The Handmaid's Tale,,"Lou Solakofski, (re-recording mixer),, ,Joe Morrow, (re-recording mixer),, ,Sylvain Arseneault, (production mixer)",/title/tt5834204/?ref_=m_ev_nom
