rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
18,8.1,Another Evening with Fred Astaire (1959) - IMDb,"
                    "," Fred Astaire
, The Bill Thompson Singers
, Bea Busch
, Barrie Chase
, Fred Curt
, Darlene Engle
, Roy Fitzell
, Art Gilmore
, Gretchen Houser
, Jimmy Huntley
, Lee Irwin
, The Jonah Jones Quartet
, Bert May
, Nick Navarro
, Ken Nordine
",English,"[' Music', ' ', None, None, None]",English, Ava Productions, Ava Productions
5,5.6,The Revlon Revue (TV Series 1959– ) - IMDb,"
                    A variety show that presented comedy and music with the emphasis on the star who appeared that week.
            "," Peggy Lee
, Mike Wallace
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
,,The Green Pastures (TV Movie 1959) - IMDb,"
                    "," William Warfield
, Eddie 'Rochester' Anderson
, Vinnette Carroll
, Terry Carter
, Bill Dillard
, Sheila Guyse
, Hilda Haynes
, Estelle Hemsley
, Earle Hyman
, The Leonard De Paur Chorus
, Avon Long
, Mantan Moreland
, Frederick O'Neal
",English,"[' Drama', None, None, None, None]",English, Hallmark Hall of Fame Productions, Hallmark Hall of Fame Productions
,,Leonard Bernstein and the New York Philharmonic in Moscow (1959) - IMDb,"
                    "," Leonard Bernstein
, Boris Pasternak
, Dmitri Shostakovich
, Joseph N. Welch
",English,"[' Music', ' ', None, None, None]",English, CBS Television Network,
113,8.3,Mr. Wizard (TV Series 1951–1972) - IMDb,"
                    Mr. Wizard performed interesting scientific experiments for a young audience using materials found around the home.
            "," Don Herbert
",USA,"[' Family', ' ', None, None, None]",USA, National Broadcasting Company (NBC),"Chicago, Illinois, USA"
"2,821",6.6,Lassie (TV Series 1954–1974) - IMDb,"
                    The ongoing saga of the Martin family and their beloved collie, Lassie.
            "," Lassie
, Jon Provost
, June Lockhart
, Hugh Reilly
, Lassie the Dog
",English,"[' Adventure', ' Drama', ' Family', None, None]",English, Lassie Television,
"1,533",6.9,Quick Draw McGraw (TV Series 1959–1962) - IMDb,"
                    Quick Draw Mcgraw was a dimwitted and lanky mustang (horse) who caused much chaos in the Old West. If he could get his own six shooter out of his holster at all, he would usually shoot the ...
                    "," Daws Butler
, Doug Young
, Don Messick
",English,"[' Animation', ' ', ' Family', ' Western', None]",English, Hanna-Barbera Productions,
129,5.5,Startime (TV Series 1959–1961) - IMDb,"
                    The Ford Motor Company sponsored this hour-long program which rotated between variety shows, dramatic productions, and musical comedies. One of the offerings was turned into a regular series, Sing Along with Mitch (1961).
            "," Ethel Merman
, Dean Martin
, Alice Backes
, Jack Albertson
, Marian Anderson
, Polly Bergen
, John F. Kennedy
, Richard Nixon
, Jack Paar
, Vincent Price
, Ed Wynn
, Carl Ballantine
, Bob Crosby
, Nanette Fabray
, Woody Herman
, Ronald Reagan
, Jack Sperling
",English,"[' Comedy', ' ', ' Musical', None, None]",English, Hubbell Robinson Productions,
,,Squaw Valley 1960: VIII Winter Olympics (TV Mini-Series 1960– ) - IMDb,"
                    "," Avery Brundage
, Dick Button
, Walter Cronkite
, Art Devlin
, Walt Disney
, Carol Heiss
, Andrea Mead Lawrence
, Art Linkletter
, Renzo Menardi
, Richard Nixon
, Bud Palmer
, Giancarlo Rossini
, Chris Schenkel
, Lowell Thomas
",,"[' Sport', ' ', None, None, None]",See more, CBS Sports, CBS Sports
60,7.5,The Lawless Years (TV Series 1959–1961) - IMDb,"
                    Barney Ruditsky is a New York City police officer in the Roaring '20s who fights organized crime. The show was loosely based on the real life Rudisky who was a New York police officer ...
                    "," James Gregory
, Robert Karnes
",English,"[' Crime', ' ', None, None, None]",English, Jack Chertok Television Productions,
247,6.1,General Electric Theater (TV Series 1953–1962) - IMDb,"
                    An American anthology series, with a new episode and different actors and actresses each week. Hosted by Ronald Reagan, the series was sponsored by General Electric's Department of Public Relations.
            "," Ronald Reagan
",English,"[' Comedy', ' ', None, None, None]",English, MCA Television,
"1,190",7.7,77 Sunset Strip (TV Series 1958–1964) - IMDb,"
                    Stu Bailey and Jeff Spencer were the wisecracking, womanizing private detective heroes of this Warner Brothers drama.
            "," Efrem Zimbalist Jr.
, Edd Byrnes
, Roger Smith
, Jacqueline Beer
, Louis Quinn
, Byron Keith
, Robert Logan
",English,"[' Action', ' ', ' Drama', None, None]",English, Warner Bros. Television,
91,8.3,Westinghouse Desilu Playhouse (TV Series 1958–1960) - IMDb,"
                    An anthology series hosted by Betty Furness in the first season, and Desi Arnaz in the second. Stories came from several genres, often based on fact. A two part episode was spun off as the popular show The Untouchables (1959).
            "," Desi Arnaz
, Betty Furness
",English,"[' Drama', ' ', None, None, None]",English, Desilu Productions,
76,8.8,Winston Churchill: The Valiant Years (TV Series 1960–1963) - IMDb,"
                    "," Gary Merrill
, Richard Burton
",English,"[' Documentary', ' Biography', None, None, None]",English, British Broadcasting Corporation (BBC),
13,7.2,Project Twenty (TV Series 1954–1970) - IMDb,"
                    "," Alexander Scourby
",English,"[' Documentary', None, None, None, None]",English, NBC News,
6,7.3,NBC White Paper (TV Series 1960– ) - IMDb,"
                    News documentary series focusing on a variety of topics.
            "," Chet Huntley
",English,"[' Documentary', None, None, None, None]",English, NBC News,
22,7.1,CBS Reports (TV Series 1959– ) - IMDb,"
                    "," Eric Sevareid
, Harry Reasoner
, Howard K. Smith
, Walter Cronkite
, Edward R. Murrow
, Charles Kuralt
, Charles Collingwood
",English,"[' Documentary', ' ', None, None, None]",English, CBS, CBS
66,8.1,The Twentieth Century (TV Series 1957–1968) - IMDb,"
                    "," Walter Cronkite
",English,"[' Documentary', ' History', None, None, None]",English, CBS News,
5,5.2,Eyewitness to History (TV Series 1960– ) - IMDb,"
                    "," Howard K. Smith
, Walter Cronkite
",English,"[' Documentary', ' News', None, None, None]",English, CBS News,
33,8.4,The Huntley-Brinkley Report (TV Series 1956–1970) - IMDb,"
                    "," Chet Huntley
, David Brinkley
, David Horowitz
",English,"[' News', ' ', None, None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
6,7.8,Douglas Edwards with the News (TV Series 1948–1962) - IMDb,"
                    "," Douglas Edwards
",English,"[' News', ' ', None, None, None]",English, CBS News Productions,
"32,389",7.5,The Flintstones (TV Series 1960–1966) - IMDb,"
                    The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.
            "," Jean Vander Pyl
, Alan Reed
, Mel Blanc
, Bea Benaderet
, Don Messick
, John Stephenson
",USA,"[' Animation', ' Adventure', ' Comedy', ' Family', None]",USA, Hanna-Barbera Productions,
163,6.9,The Bob Hope Show (TV Series 1950– ) - IMDb,"
                    The Bob Hope Show hosted by Bob Hope.
            "," Bob Hope
, Les Brown
, Les Brown and His Band of Renown
",USA,"[' Comedy', ' ', None, None, None]",USA, Hope Enterprises,"NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA"
"11,962",8.3,The Andy Griffith Show (TV Series 1960–1968) - IMDb,"
                    Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.
            "," Andy Griffith
, Ron Howard
, Frances Bavier
, Don Knotts
",USA,"[' Comedy', ' Family', None, None, None]",USA, CBS,"Los Angeles, California, USA"
359,6.7,Candid Camera (TV Series 1960–1975) - IMDb,"
                    Unsuspecting people are placed in confusing, impossible, embarrassing, ridiculous, and hilarious positions, while their reactions are recorded on a hidden camera.
            "," Allen Funt
, Durward Kirby
, Sid Ramin
",English,"[' Comedy', ' Reality-TV', None, None, None]",English, Bob Banner Associates,
"2,303",8.0,The Untouchables (TV Series 1959–1963) - IMDb,"
                    Special Agent Eliot Ness and his elite team of incorruptable agents battle organized crime in 1930s Chicago.
            "," Robert Stack
, Walter Winchell
, Nicholas Georgiade
, Paul Picerni
, Abel Fernandez
, Steve London
",English,"[' Action', ' Crime', ' Drama', None, None]",English, Desilu Productions,
"1,213",8.4,The Jack Benny Program (TV Series 1950–1965) - IMDb,"
                    The comic misadventures of the ""skinflint"" comedian and his friends.
            "," Jack Benny
, Don Wilson
, Eddie 'Rochester' Anderson
, Dennis Day
",English,"[' Comedy', ' ', None, None, None]",English, CBS,
,,"Belafonte, New York 19 (1960) - IMDb","
                    Harry Belafonte and friends perform an hour of folk songs and other music.
            "," Harry Belafonte
, The Contemporary String Quartet
, Patricia Dunn
, Percy Heath
, Mary Hinkson
, Milt Jackson
, Connie Kay
, Herbert Levy
, John Lewis
, Gloria Lynne
, Arthur Mitchell
, Julie Robinson
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
45,8.4,Macbeth (TV Movie 1960) - IMDb,"
                    Hallmark Hall of Fame's second version of Shakespeare's classic play, with the same two stars and the same director as its first version, but a different supporting cast.
            "," Maurice Evans
, Judith Anderson
, Michael Hordern
, Ian Bannen
, Felix Aylmer
, Malcolm Keen
, Megs Jenkins
, Jeremy Brett
, Barry Warren
, William Hutt
, Charles Carson
, Trader Faulkner
, George Rose
, Valerie Taylor
, Anita Sharp-Bolster
",English,"[' Drama', ' ', None, None, None]",English, Grand Prize Films,
84,4.5,Sunday Showcase (TV Series 1959–1961) - IMDb,"
                    A show featuring various specials. Some specials were comedy, and others were serious drama by famous authors.
            "," Robert Emhardt
, Milton Berle
, Jimmy Durante
, Bob Hope
, Larry Blyden
, E.G. Marshall
, Milton Selzer
, Royal Beal
, Stuart Germain
, Ben Grauer
, Steven Hill
, Lucille Ball
, Teresa Wright
, Ralph Bellamy
, Henderson Forsythe
, Cedric Hardwicke
, Tim O'Connor
, Sidney Blackmer
, Nat 'King' Cole
, Norman Fell
, John Forsythe
, Jay Lawrence
, Horace McMahon
, Dina Merrill
, Nelson Olmsted
, David Opatoshu
, William Post Jr.
, Barbara Rush
, Monique van Vooren
, Earl Wilson
, Humphrey Davis
, Allen Nourse
, Alfred Sandor
, Howard St. John
, Martin Balsam
, John C. Becher
, Frank Campanella
, Tom Carlin
, Tom Clancy
, Harry Davis
, Dana Elcar
, Rex Everhart
, Wyley Hancock
, Anne Hegira
, Mary James
, House Jameson
, Dan Morgan
, Carroll O'Connor
, Christopher Plummer
, Charles Tyner
, Ben Yaffee
, Lowell Thomas
",English," Biography, , Drama, Music, Romance",English,IMDbPro,
9,8.2,Astaire Time (1960) - IMDb,"
                    "," Fred Astaire
, Count Basie
, Barrie Chase
, David Rose and His Orchestra
, Art Gilmore
, Ken Nordine
, Larri Thomas
, Joe Williams
",English,"[' Music', ' ', None, None, None]",English, Ava Productions,
,,Leonard Bernstein and the New York Philharmonic in Berlin (1960) - IMDb,"
                    "," Leonard Bernstein
",English,"[' Music', ' ', None, None, None]",English, CBS Television Network,
18,8.1,The Donald O'Connor Show (TV Series 1954–1955) - IMDb,"
                    Sid and Donald are two young songwriters trying to market their wares. The situations created around this premise primarily enabled them to perform.
            "," Donald O'Connor
, Sidney Miller
, Joyce Cunning
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
"1,213",8.2,Thriller (TV Series 1960–1962) - IMDb,"
                    Anthology series hosted by "," Boris Karloff
",English," Crime, , Horror, Mystery, Thriller",English, Hubbell Robinson Productions,
76,8.1,The Shari Lewis Show (TV Series 1960–1963) - IMDb,"
                    The Shari Lewis Show is an American Saturday morning color television program for children which appeared on NBC from 1960 to 1963, which took over the time slot after the conclusion of the Howdy Doody program
            "," Shari Lewis
",English,"[' Comedy', ' Family', None, None, None]",English,IMDbPro,
"3,123",6.6,The Huckleberry Hound Show (TV Series 1958–1962) - IMDb,"
                    Huckleberry Hound is a blue-haired Southern dog with a fondness for the song, ""My Darling, Clementine"", and is a jack-of-all-trades cartoon star, appearing as a scientist (trying to ...
                    "," Daws Butler
, Don Messick
, Doug Young
",USA,"[' Animation', ' Comedy', ' Family', None, None]",USA, Hanna-Barbera Productions,
45,9.0,New York Philharmonic Young People's Concerts (TV Series 1958–1972) - IMDb,"
                    "," New York Philharmonic
, Leonard Bernstein
",English,"[' Music', None, None, None, None]",English, CBS Television Network,
138,7.7,Shirley Temple's Storybook (TV Series 1958–1961) - IMDb,"
                    Shirley Temple's Storybook is an American children's anthology series hosted and narrated by actress Shirley Temple.
            "," Shirley Temple
",English," Drama, , Fantasy, Horror, Mystery",English, American Broadcasting Company (ABC),
"14,558",8.5,Alfred Hitchcock Presents (TV Series 1955–1962) - IMDb,"
                    Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime caused by certain motivations, perceived or not.
            "," Alfred Hitchcock
",English," Comedy, , Drama, Horror, Mystery",English, Alfred J. Hitchcock Productions,
985,8.2,Naked City (TV Series 1958–1963) - IMDb,"
                    The cases of the N.Y.P.D.'s 65th Precinct.
            "," Harry Bellaver
, Horace McMahon
, Paul Burke
",English,"[' Crime', ' ', ' Thriller', None, None]",English, Screen Gems Television,
12,7.2,Wrangler (TV Series 1960– ) - IMDb,"
                    Pitcairn is a roving cowboy who rides the 1880s Western frontier helping people.
            "," Jason Evers
, Eli Boraks
",English,"[' Western', None, None, None, None]",English,IMDbPro,
