award_title,years,finalist,winner,groups
Outstanding Lead Actor in a Limited Series,1977 Awards,Steven Keats,,Seventh Avenue
Outstanding Lead Actress for a Single Appearance in a Drama or Comedy Series,1977 Awards,Beulah Bondi,Winner,The Waltons
Outstanding Lead Actress for a Single Appearance in a Drama or Comedy Series,1977 Awards,Jessica Walter,,The Streets of San Francisco
Outstanding Lead Actress for a Single Appearance in a Drama or Comedy Series,1977 Awards,Leslie Uggams,,Roots
Outstanding Lead Actress for a Single Appearance in a Drama or Comedy Series,1977 Awards,Madge Sinclair,,Roots
Outstanding Lead Actress for a Single Appearance in a Drama or Comedy Series,1977 Awards,Susan Blakely,,"Rich Man, Poor Man - Book II"
Outstanding Lead Actress in a Comedy Series,1977 Awards,Bea Arthur,Winner,Maude
Outstanding Lead Actress in a Comedy Series,1977 Awards,Jean Stapleton,,All in the Family
Outstanding Lead Actress in a Comedy Series,1977 Awards,Mary Tyler Moore,,The Mary Tyler Moore Show
Outstanding Lead Actress in a Comedy Series,1977 Awards,Suzanne Pleshette,,The Bob Newhart Show
Outstanding Lead Actress in a Comedy Series,1977 Awards,Valerie Harper,,Rhoda
Outstanding Lead Actress in a Drama Series,1977 Awards,Lindsay Wagner,Winner,The Bionic Woman
Outstanding Lead Actress in a Drama Series,1977 Awards,Angie Dickinson,,Police Woman
Outstanding Lead Actress in a Drama Series,1977 Awards,Kate Jackson,,Charlie's Angels
Outstanding Lead Actress in a Drama Series,1977 Awards,Michael Learned,,The Waltons
Outstanding Lead Actress in a Drama Series,1977 Awards,Sada Thompson,,Family
Outstanding Lead Actress in a Drama or Comedy Special,1977 Awards,Sally Field,Winner,Sybil
Outstanding Lead Actress in a Drama or Comedy Special,1977 Awards,Jane Alexander,,Eleanor and Franklin: The White House Years
Outstanding Lead Actress in a Drama or Comedy Special,1977 Awards,Joanne Woodward,,Sybil
Outstanding Lead Actress in a Drama or Comedy Special,1977 Awards,Julie Harris,,The Last of Mrs. Lincoln
Outstanding Lead Actress in a Drama or Comedy Special,1977 Awards,Susan Clark,,Amelia Earhart
Outstanding Lead Actress in a Limited Series,1977 Awards,Patty Duke,Winner,Captains and the Kings
Outstanding Lead Actress in a Limited Series,1977 Awards,Dori Brenner,,Seventh Avenue
Outstanding Lead Actress in a Limited Series,1977 Awards,Eva Marie Saint,,How the West Was Won
Outstanding Lead Actress in a Limited Series,1977 Awards,Jane Seymour,,Captains and the Kings
Outstanding Lead Actress in a Limited Series,1977 Awards,Susan Flannery,,Arthur Hailey's the Moneychangers
Outstanding Limited Series,1977 Awards,Roots,Winner,"David L. Wolper, (executive producer),, ,Stan Margulies, (producer)"
Outstanding Limited Series,1977 Awards,Arthur Hailey's the Moneychangers,,"Ross Hunter, (producer),, ,Jacques Mapes, (producer)"
Outstanding Limited Series,1977 Awards,Captains and the Kings,,"Roy Huggins, (executive producer),, ,Jo Swerling Jr., (producer)"
Outstanding Limited Series,1977 Awards,Madame Bovary,,"Richard Beynon, (producer)"
Outstanding Limited Series,1977 Awards,The Adams Chronicles,,"Jac Venza, (executive producer),, ,Virginia Kassel, (series producer),, ,Robert Costello, (coordinating producer),, ,Fred Coe, (producer),, ,James Cellan Jones, (producer)"
Outstanding Performance by a Supporting Actor in a Comedy or Drama Special,1977 Awards,Burgess Meredith,Winner,Tail Gunner Joe
Outstanding Performance by a Supporting Actor in a Comedy or Drama Special,1977 Awards,Mark Harmon,,Eleanor and Franklin: The White House Years
Outstanding Performance by a Supporting Actor in a Comedy or Drama Special,1977 Awards,Martin Balsam,,Raid on Entebbe
Outstanding Performance by a Supporting Actor in a Comedy or Drama Special,1977 Awards,Walter McGinn,,Eleanor and Franklin: The White House Years
Outstanding Performance by a Supporting Actor in a Comedy or Drama Special,1977 Awards,Yaphet Kotto,,Raid on Entebbe
Outstanding Performance by a Supporting Actress in a Comedy or Drama Special,1977 Awards,Diana Hyland,Winner,The Boy in the Plastic Bubble
Outstanding Performance by a Supporting Actress in a Comedy or Drama Special,1977 Awards,Patricia Neal,,Tail Gunner Joe
Outstanding Performance by a Supporting Actress in a Comedy or Drama Special,1977 Awards,Rosemary Murphy,,Eleanor and Franklin: The White House Years
Outstanding Performance by a Supporting Actress in a Comedy or Drama Special,1977 Awards,Ruth Gordon,,The Great Houdini
Outstanding Performance by a Supporting Actress in a Comedy or Drama Special,1977 Awards,Susan Oliver,,Amelia Earhart
Outstanding Single Performance by a Supporting Actor in a Comedy or Drama Series,1977 Awards,Edward Asner,Winner,Roots
Outstanding Single Performance by a Supporting Actor in a Comedy or Drama Series,1977 Awards,Charles Durning,,Captains and the Kings
Outstanding Single Performance by a Supporting Actor in a Comedy or Drama Series,1977 Awards,Moses Gunn,,Roots
Outstanding Single Performance by a Supporting Actor in a Comedy or Drama Series,1977 Awards,Ralph Waite,,Roots
Outstanding Single Performance by a Supporting Actor in a Comedy or Drama Series,1977 Awards,Robert Reed,,Roots
Outstanding Single Performance by a Supporting Actress in a Comedy or Drama Series,1977 Awards,Olivia Cole,Winner,Roots
Outstanding Single Performance by a Supporting Actress in a Comedy or Drama Series,1977 Awards,Cicely Tyson,,Roots
Outstanding Single Performance by a Supporting Actress in a Comedy or Drama Series,1977 Awards,Eileen Heckart,,The Mary Tyler Moore Show
Outstanding Single Performance by a Supporting Actress in a Comedy or Drama Series,1977 Awards,Nancy Walker,,Rhoda
Outstanding Single Performance by a Supporting Actress in a Comedy or Drama Series,1977 Awards,Sandy Duncan,,Roots
Outstanding Special - Comedy-Variety or Music,1977 Awards,The Barry Manilow Special,Winner,"Miles Lourie, (executive producer),, ,Steve Binder, (producer),, ,Barry Manilow, (star)"
Outstanding Special - Comedy-Variety or Music,1977 Awards,Doug Henning's World of Magic,,"Jerry Goldstein, (executive producer),, ,Walter C. Miller, (producer),, ,Doug Henning, (star)"
Outstanding Special - Comedy-Variety or Music,1977 Awards,Neil Diamond: Love at the Greek,,"Jerry Weintraub, (executive producer),, ,Gary Smith, (producer),, ,Dwight Hemion, (producer),, ,Neil Diamond, (star)"
Outstanding Special - Comedy-Variety or Music,1977 Awards,Sills and Burnett at the Met,,"Joe Hamilton, (producer),, ,Beverly Sills, (star),, ,Carol Burnett, (star)"
Outstanding Special - Comedy-Variety or Music,1977 Awards,The Shirley MacLaine Special: Where Do We Go from Here?,,"George Schlatter, (producer),, ,Shirley MacLaine, (star)"
Outstanding Special - Drama or Comedy,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"David Susskind, (executive producer),, ,Harry R. Sherman, (producer)"
Outstanding Special - Drama or Comedy,1977 Awards,Sybil,Winner,"Peter Dunne, (executive producer),, ,Philip Capice, (executive producer),, ,Jacqueline Babbin, (producer)"
Outstanding Special - Drama or Comedy,1977 Awards,21 Hours at Munich,,"Edward S. Feldman, (executive producer),, ,Frank von Zerneck, (producer),, ,Robert Greenwald, (producer)"
Outstanding Special - Drama or Comedy,1977 Awards,Harry S. Truman: Plain Speaking,,"David Susskind, (producer)"
Outstanding Special - Drama or Comedy,1977 Awards,Raid on Entebbe,,"Edgar J. Scherick, (executive producer),, ,Daniel H. Blatt, (executive producer)"
Outstanding Writing in a Comedy Series,1977 Awards,The Mary Tyler Moore Show,Winner,"Allan Burns, (writer),, ,James L. Brooks, (writer),, ,Ed. Weinberger, (writer),, ,Stan Daniels, (writer),, ,David Lloyd, (writer),, ,Bob Ellison, (writer)"
Outstanding Writing in a Comedy Series,1977 Awards,Barney Miller,,"Tony Sheehan, (writer),, ,Danny Arnold, (writer)"
Outstanding Writing in a Comedy Series,1977 Awards,M*A*S*H,,"Alan Alda, (writer)"
Outstanding Writing in a Comedy Series,1977 Awards,The Mary Tyler Moore Show,,"Earl Pomerantz, (writer)"
Outstanding Writing in a Comedy Series,1977 Awards,The Mary Tyler Moore Show,,"David Lloyd, (writer)"
Outstanding Writing in a Comedy-Variety or Music Series,1977 Awards,Saturday Night Live,Winner,"Dan Aykroyd, (writer),, ,Al Franken, (writer),, ,Tom Davis, (writer),, ,James Downey, (writer),, ,Lorne Michaels, (writer),, ,Marilyn Suzanne Miller, (writer),, ,Michael O'Donoghue, (writer),, ,Herbert Sargent, (writer),, ,Tom Schiller, (writer),, ,Rosie Shuster, (writer),, ,Alan Zweibel, (writer),, ,John Belushi, (writer),, ,Bill Murray, (writer)"
Outstanding Writing in a Comedy-Variety or Music Series,1977 Awards,Saturday Night Live,,"Anne Beatts, (writer),, ,Chevy Chase, (writer),, ,Al Franken, (writer),, ,Tom Davis, (writer),, ,Lorne Michaels, (writer),, ,Marilyn Suzanne Miller, (writer),, ,Michael O'Donoghue, (writer),, ,Herbert Sargent, (writer),, ,Tom Schiller, (writer),, ,Rosie Shuster, (writer),, ,Alan Zweibel, (writer)"
Outstanding Writing in a Comedy-Variety or Music Series,1977 Awards,The Carol Burnett Show,,"Ed Simmons, (writer),, ,Roger Beatty, (writer),, ,Elias Davis, (writer),, ,David Pollock, (writer),, ,Rick Hawkins, (writer),, ,Liz Sage, (writer),, ,Adele Styler, (writer),, ,Burt Styler, (writer),, ,Tim Conway, (writer),, ,Bill Richmond, (writer),, ,Gene Perret, (writer),, ,Dick Clair, (writer),, ,Jenna McMahon, (writer)"
Outstanding Writing in a Comedy-Variety or Music Series,1977 Awards,The Muppet Show,,"Jim Henson, (writer),, ,Jack Burns, (writer),, ,Marc London, (writer),, ,Jerry Juhl, (writer)"
Outstanding Writing in a Comedy-Variety or Music Series,1977 Awards,Van Dyke and Company,,"Bob Einstein, (writer),, ,Allan Blye, (writer),, ,George Burditt, (writer),, ,Garry Ferrier, (writer),, ,Ken Finkleman, (writer),, ,Mitch Markowitz, (writer),, ,Tom McLoughlin, (writer),, ,Don Novello, (writer),, ,Pat Proft, (writer),, ,Leonard Ripps, (writer),, ,Mickey Rose, (writer),, ,Aubrey Tadman, (writer),, ,Dick Van Dyke, (writer),, ,Paul Wayne, (writer)"
Outstanding Writing in a Comedy-Variety or Music Special,1977 Awards,America Salutes Richard Rodgers: The Sound of His Music,Winner,"Buz Kohan, (writer),, ,Theodore Strauss, (writer)"
Outstanding Writing in a Comedy-Variety or Music Special,1977 Awards,An Evening with Diana Ross,,"Bill Dyer, (writer),, ,Ntozake Shange, (writer)"
Outstanding Writing in a Comedy-Variety or Music Special,1977 Awards,John Denver and Friend,,"Digby Wolfe, (writer),, ,George Schlatter, (writer)"
Outstanding Writing in a Comedy-Variety or Music Special,1977 Awards,Sills and Burnett at the Met,,"Ken Welch, (writer),, ,Mitzie Welch, (writer),, ,Kenny Solms, (writer),, ,Gail Parent, (writer)"
Outstanding Writing in a Comedy-Variety or Music Special,1977 Awards,The Barry Manilow Special,,"Alan Thicke, (writer),, ,Don Clark, (writer),, ,Susan Clark, (writer),, ,Ronny Pearlman, (writer),, ,Steve Binder, (writer),, ,Barry Manilow, (writer),, ,Bruce Vilanch, (writer)"
Outstanding Writing in a Drama Series,1977 Awards,Roots,Winner,"Ernest Kinoy, (writer),, ,William Blinn, (writer)"
Outstanding Writing in a Drama Series,1977 Awards,Roots,,"James Lee, (writer)"
Outstanding Writing in a Drama Series,1977 Awards,Roots,,"M. Charles Cohen, (writer)"
Outstanding Writing in a Drama Series,1977 Awards,The Adams Chronicles,,"Tad Mosel, (writer)"
Outstanding Writing in a Drama Series,1977 Awards,The Adams Chronicles,,"Roger O. Hirson, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Adaptation,1977 Awards,Sybil,Winner,"Stewart Stern, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Adaptation,1977 Awards,A Circle of Children,,"Steve Gethers, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Adaptation,1977 Awards,Harry S. Truman: Plain Speaking,,"Carol Sobieski, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Adaptation,1977 Awards,Judge Horton and the Scottsboro Boys,,"John McGreevey, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Adaptation,1977 Awards,The Man in the Iron Mask,,"William Bast, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Original Teleplay,1977 Awards,Tail Gunner Joe,Winner,"Lane Slate, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Original Teleplay,1977 Awards,Eleanor and Franklin: The White House Years,,"James Costigan, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Original Teleplay,1977 Awards,Raid on Entebbe,,"Barry Beckerman, (writer)"
Outstanding Writing in a Special Program - Drama or Comedy - Original Teleplay,1977 Awards,The Boy in the Plastic Bubble,,"Douglas Day Stewart, (teleplay/story),, ,Joe Morgenstern, (story)"
Outstanding Writing in a Special Program - Drama or Comedy - Original Teleplay,1977 Awards,Victory at Entebbe,,"Ernest Kinoy, (writer)"
Special Classification of Outstanding Individual Achievement,1977 Awards,NBC: The First Fifty Years,Winner,"George Pitts, (film editing),, ,Clay Cassell, (film editing)"
Special Classification of Outstanding Individual Achievement,1977 Awards,NBC: The First Fifty Years,Winner,"Allen Brewster, (video tape editing),, ,Bob Roethle, (video tape editing),, ,William Lorenz, (video tape editing),, ,Manuel Martínez, (video tape editing),, ,Ron Fleury, (video tape editing),, ,Mike Welch, (video tape editing),, ,Jerry Burling, (video tape editing),, ,Walter Balderson, (video tape editing),, ,Chuck Droege, (video tape editing)"
Special Classification of Outstanding Individual Achievement,1977 Awards,Life Goes to the Movies,,"Robert K. Lambert, (film editor),, ,Peter C. Johnson, (film editor)"
Special Classification of Outstanding Individual Achievement,1977 Awards,The Hardy Boys/Nancy Drew Mysteries,,"Enzo A. Martinelli, (cinematographer)"
Special Classification of Outstanding Program Achievement,1977 Awards,The Tonight Show Starring Johnny Carson,Winner,"Frederick De Cordova, (producer),, ,Johnny Carson, (star)"
Special Classification of Outstanding Program Achievement,1977 Awards,Bicentennial Minutes,,"Bob Markell, (executive producer),, ,Paul Waigner, (producer)"
Special Classification of Outstanding Program Achievement,1977 Awards,Life Goes to the Movies,,"Jack Haley Jr., (executive producer),, ,Mel Stuart, (producer),, ,Richard Schickel, (producer),, ,Malcolm Leo, (producer)"
Special Classification of Outstanding Program Achievement,1977 Awards,NBC: The First Fifty Years,,"Greg Garrison, (executive producer),, ,Lee Hale, (producer),, ,Chet Hagan, (producer)"
Special Classification of Outstanding Program Achievement,1977 Awards,The Magical World of Disney,,"Ron Miller, (executive producer)"
Outstanding Achievement in Coverage of Special Events - Programs,1977 Awards,The 19th Annual Grammy Awards,,"Marty Pasetta, (producer)"
Outstanding Achievement in Coverage of Special Events - Programs,1977 Awards,The 28th Annual Primetime Emmy Awards,,"Norman Rosemont, (producer)"
Outstanding Achievement in Coverage of Special Events - Programs,1977 Awards,The 30th Annual Tony Awards,,"Alexander H. Cohen, (producer)"
Outstanding Achievement in Coverage of Special Events - Programs,1977 Awards,The 48th Annual Academy Awards,,"Howard W. Koch, (producer)"
Outstanding Achievement in Coverage of Special Events - Programs,1977 Awards,The Good Old Days of Radio,,"Loring d'Usseau, (producer)"
Outstanding Achievement in Special Musical Material,1977 Awards,America Salutes Richard Rodgers: The Sound of His Music,,"Larry Grossman, (composer)"
