,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
2338,"2,475",5.9,The Beast (TV Mini-Series 1996) - IMDb,"
                    Mysterious things happen at the coast of Graves Point: An empty boat lies at the shore, divers vanish. The sea biologist Dr. Talley thinks he knows the solution of the mystery: In the depth there is a gigantic squid.
            "," William Petersen
, Karen Sillas
, Charles Martin Smith
, Ronald Guttman
, Missy Crider
, Sterling Macer Jr.
, Denis Arndt
, A.J. Johnson
, Larry Drake
, Murray Bartlett
, Laura Vazquez
, Robert Mammone
, David Webb
, Marshall Napier
, Les Hill
, Andrew Hill
, David Field
, Laurence Coy
, David Argue
, Helen O'Connor
, Chad Tyler
, Angie Milliken
, Alan David Lee
, Bruce Alexander
, Scott McRae
, Matt Day
, Justin Monjo
, David Whitney
, Joe Petruzzi
, Tyler Coppin
, Ken Radley
, Francine Bell
, Kyra Stempel
, Rick Adams
, Andrea Cunningham
, Robert Echols
, Margie McCrae
, Charlton Hill
",English," Action, Adventure, Horror, Sci-Fi, Thriller",English, Dan Wigutow Productions,
2339,186,6.3,Mr. Willowby's Christmas Tree (TV Short 1995) - IMDb,"
                    A single Christmas tree becomes the source of cheer for the people and animals living around Mr. Willowby's (Robert Downey, Jr.'s) estate. Based on the children's book of the same name.
            "," Robert Downey Jr.
, Stockard Channing
, Leslie Nielsen
, Kevin Clash
, David Rudman
, Julianne Buescher
, Steve Whitmire
, Bill Barretta
, Bruce Lanoil
, Kevin Thompson
, Tracey Thompson
, Shari Weiser
",English,"[' Short', ' ', None, None, None]",English, Jim Henson Productions,
2340,,,The 39th Annual Pablo Casals Festival (1996) - IMDb,"
                    "," Christiane Edinger
, Elliott Forrest
, Yehudi Menuhin
, Edda Moser
, Woldemar Nelsson
, Krzysztof Penderecki
",English,"[' Music', None, None, None, None]",English,IMDbPro,
2341,,,Christmas in Washington (1995) - IMDb,"
                    "," Kelsey Grammer
, David Hyde Pierce
, Jane Leeves
",English,"[' Music', ' ', None, None, None]",English, New Liberty Productions,
2342,590,5.1,Annie: A Royal Adventure! (TV Movie 1995) - IMDb,"
                    Leapin' lizards. America's favorite orphan is back in a brand-new adventure filled with sinister scoundrels, hilarious hi-jinks and nonstop fun.
            "," Ashley Johnson
, Joan Collins
, George Hearn
, Ian McDiarmid
, Emily Ann Lloyd
, Camilla Belle
, Crispin Bonham-Carter
, Perry Benson
, George Wood
, Antony Zaki
, David Tse
, Jayne Ashbourne
, Carol Cleveland
, Buffy Davis
, Ian Redford
",English,"[' Comedy', ' ', None, None, None]",English, Rastar Productions,
2343,"7,411",7.7,Space: Above and Beyond (TV Series 1995–1996) - IMDb,"
                    The Earth is embroiled in a desperate war against alien invaders, and this series focuses on one squadron of Marine pilots involved in it.
            "," Morgan Weisser
, Kristen Cloke
, Rodney Rowland
, Joel de la Fuente
, Lanei Chapman
, James Morrison
, Tucker Smallwood
",English," Action, Adventure, Drama, Mystery, Sci-Fi",English, Village Roadshow Pictures,
2344,"2,155",6.2,The Canterville Ghost (TV Movie 1996) - IMDb,"
                    When an American family moves into a haunted mansion in England, the family's teenage daughter could be the key in fulfilling a prophecy and finally set the house's ghost free.
            "," Patrick Stewart
, Neve Campbell
, Joan Sims
, Donald Sinden
, Cherie Lunghi
, Edward Wiley
, Leslie Phillips
, Daniel Betts
, Ciarán Fitzgerald
, Raymond Pickard
",English,"[' Family', ' ', ' Fantasy', None, None]",English, Anasazi,
2345,"1,492",7.2,Dead Man's Walk (TV Mini-Series 1996) - IMDb,"
                    In this prequel to ""Lonesome Dove"", two young men join the Texas Rangers unit that's on a mission to annex Santa Fe.
            "," F. Murray Abraham
, Keith Carradine
, Patricia Childress
, Edward James Olmos
, Eric Schweig
, Harry Dean Stanton
, David Arquette
, Ray McKinnon
, Tim Blake Nelson
, Brad Greenquist
, Jonathan Joss
, Hugo Urrutia
, Jared Rushton
, Matt Davison
, Molly McClure
, Jonny Lee Miller
, Kieran Mulroney
, Victor Aaron
, Rodger Boyce
, Manuel Calderon
, Eula Doonkeen
, Gary Fuentes
, Marc Miles
, Toby Metcalf
, Eugene Montes
, Gretchen Mol
, Clemente Navarette
, Kerry Wallum
, Robert Whipple
, Rutherford Cravens
, Grant James
, Bert Roberts
, Jimmie F. Skaggs
, Julius Tennon
, Jennifer Garner
",English,"[' Western', ' ', None, None, None]",English, De Passe Entertainment,
2346,41,6.6,Picture Windows (TV Series 1994– ) - IMDb,"
                    Famous paintings come to life to tell a story by renowned authors, directed by world class directors.
            "," George Segal
, Michael Lerner
, Sally Kirkland
, Tamara Gorski
, Brooke Adams
, Joel Bissonnette
, Peter Bogdanovich
, Stuart Hughes
, Claire Rankin
, Tom Masek
, Dana Brooks
, William Colgate
, Louise Stratten
, Elva Mai Hoover
, Richard McMillan
, Brad Milne
, Yvan Labelle
, Richard Waugh
, Jason Blicker
, Charles Portanier
, Wayne Robson
, Reg Dreger
, Bruce McFee
, Neil Foster
, Calvin Green
, François Klanfer
, Alejandro Ronceria
, Brenda Matthews
, Alan Arkin
, Angeline Ball
, Britta Bates
, Charley Boorman
, James Calvert
, Juliet Canton
, Rosanna DeSoto
, Von Flores
, Dan Hedaya
, John Hurt
, Henry Jones
, Brian Keith
, Robert Loggia
, Ron Perlman
, Cynthia Preston
, Kathleen Quinlan
, Jocelyne West
, Steve Zahn
, Desiree Zurowski
",English,"[' Drama', ' ', None, None, None]",English, Epiphany Pictures,
2347,"1,616",6.8,Moses (TV Mini-Series 1995) - IMDb,"
                    A retelling of the Bible story. Pharaoh Ramses II decrees the death of all Hebrew children, but Moses, placed in a basket in the Nile by his mother, is taken by a royal Princess and raised ...
                    "," Soumaya Akaaboune
",Czech Republic," Adventure, , Crime, Drama, History",Czech Republic, Lube,"Agadir, Morocco"
2348,"6,321",6.8,Diagnosis Murder (TV Series 1993–2001) - IMDb,"
                    Dr. Mark Sloan has a knack for getting into trouble, negotiating the twists and turns of mysteries and solving crimes with the help of his son, Steve, a homicide detective.
            "," Dick Van Dyke
, Victoria Rowell
, Barry Van Dyke
, Charlie Schlatter
, Michael Tucci
",English,"[' Crime', ' ', ' Mystery', None, None]",English, Dean Hargrove Productions,
2349,"10,518",7.2,Wings (TV Series 1990–1997) - IMDb,"
                    Brothers Brian and Joe Hackett attempt to run an airline on the New England island of Nantucket while surrounded by their various wacky friends and employees.
            "," Tim Daly
, Steven Weber
, Crystal Bernard
, David Schramm
, Rebecca Schull
, Tony Shalhoub
, Thomas Haden Church
, Amy Yasbeck
",English,"[' Comedy', ' Drama', None, None, None]",English, Grub Street Productions,
2350,948,6.6,Alien Nation: Body and Soul (TV Movie 1995) - IMDb,"
                    Sikes and Francisco are called in to a case when a mysterious young girl, who looks part Newcomer, part human, appears. Her huge, brutish counterpart tries to free her from the precinct, ...
                    "," Gary Graham
, Eric Pierpoint
, Michele Scarabelli
, Terri Treas
, Lauren Woodland
, Sean Six
, Jeffrey Marcus
, Ron Fassler
, Jenny Gago
, Leon Russom
, Pamela Gordon
, Tiny Ron
, Glenn Morshower
, Aimee Warren
, Danielle Warren
",English,"[' Crime', ' ', ' Sci-Fi', None, None]",English, 20th Century Fox Television,
2351,95,6.3,Kissinger and Nixon (TV Movie 1995) - IMDb,"
                    "," Ron Silver
, Beau Bridges
, Ron White
, George Takei
, Kenneth Welsh
, Tony Rosato
, Henry Chan
, Matt Frewer
, Tom Tran
, Ping-Yu Chang
, Adrian Hough
, Paul Miller
, Ron Hartmann
, Brett Halsey
, Graham McPherson
",English,"[' Drama', ' ', None, None, None]",English, Daniel H. Blatt Productions,
2352,23,7.4,For Our Children: The Concert (1993) - IMDb,"
                    "," Paula Abdul
, Mayim Bialik
, Kevin Clash
, Sheila E.
, Melissa Etheridge
, Brian Friedman
, Chasen Hampton
, Neil Patrick Harris
, Charles Klapow
, Bobby McFerrin
, Luke Perry
, Mat Plendl
, Malcolm-Jamal Warner
",English,"[' Family', ' ', None, None, None]",English,IMDbPro,
2353,65,7.2,Rowan & Martin's Laugh-In: 25th Anniversary Reunion (TV Movie 1993) - IMDb,"
                    A reunion of regular performers from the highly-successful 1968-1973 TV series.
            "," Ruth Buzzi
, Michael Caine
, Judy Carne
, Johnny Carson
, Cher
, Tim Conway
, Tony Curtis
, Kirk Douglas
, Sally Field
, James Garner
, Henry Gibson
, Goldie Hawn
, Arte Johnson
, Dick Martin
, Richard Nixon
",English,"[' Comedy', None, None, None, None]",English, George Schlatter-Ed Friendly Productions,
2354,"1,641",8.4,Nowhere Man (TV Series 1995–1996) - IMDb,"
                    Thomas Veil is a documentary photographer who, in the course of one evening, seemingly has his whole existence erased. It appears as if some mysterious and powerful entity has coerced ...
                    "," Bruce Greenwood
",English,"[' Action', ' ', ' Mystery', ' Thriller', None]",English, Lawrence Hertzog Productions,
2355,"1,271",6.7,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom (TV Movie 1993) - IMDb,"
                    Wanda Holloway tries to hire a hitman (through her ex's brother) to kill either or both a cheerleader and her mother. With the intended victims out of the way, Wanda's daughter gets the ...
                    "," Holly Hunter
, Beau Bridges
, Swoosie Kurtz
, Elizabeth Ruscio
, Gregg Henry
, Matt Frewer
, Eddie Jones
, Frankie Ingrassia
, Gary Grubbs
, Jack Kehler
, Frederick Koehler
, Megan Berwick
, Kathleen Marie Archer
, Jana Arnold
, Nelly Bly
",English,"[' Biography', ' Comedy', ' Thriller', None, None]",English, HBO Films,
2356,105,7.1,Sirens (TV Series 1993–1995) - IMDb,"
                    The personal and professional life of three female Pittsburgh police officers.
            "," A.J. Johnson
, Liza Snyder
, Jayne Heitmeyer
, Ellen David
, Christopher Judge
, Claude Genest
, J.H. Wyman
, Tim Thomerson
, John Speredakos
, Jayne Brook
, David Barckhoff
",English,"[' Crime', ' ', None, None, None]",English, Telescene Film Group Productions,
2357,78,8.6,The Carol Burnett Show: A Reunion (1993) - IMDb,"
                    "," Carol Burnett
, Alan Alda
, Pearl Bailey
, Lucille Ball
, Ken Berry
, Art Carney
, Karen Carpenter
, Richard Carpenter
, Carol Channing
, Ray Charles
, Cher
, Perry Como
, Tim Conway
, Bing Crosby
, Sammy Davis Jr.
",English,"[' Documentary', ' ', ' Music', None, None]",English, CBS Entertainment Production,
2358,125,6.5,A Town Torn Apart (TV Movie 1992) - IMDb,"
                    An unconventional New England principal tries some radical new techniques to reform the high school he is hired at, and ends up the object of great controversy. A true story.
            "," Michael Tucker
, Carole Galloway
, Linda Griffiths
, Bernard Behrens
, Jill Eikenberry
, Benjamin Barrett
, Richard Blackburn
, Bruce Boa
, Cayle Chernin
, Mary Ann Coles
, Christina Collins
, Lindsey Connell
, Henry Czerny
, Ann de Villiers
, Keith Dinicol
",English,"[' Drama', None, None, None, None]",English, Paragon Entertainment,
2359,"2,922",7.5,Dream On (TV Series 1990–1996) - IMDb,"
                    Martin Tupper's life is full of colourful characters. He is divorced and living with his growing teenage son, still friends with his ex-wife and constantly looking for dates but without a ...
                    "," Brian Benben
, Denny Dillon
, Wendie Malick
, Chris Demetral
, Dorien Wilson
",English,"[' Comedy', ' ', None, None, None]",English, Kevin Bright Productions,
2360,21,7.9,Christmas Fantasy on Ice (1992) - IMDb,"
                    At Disneyland, Uncle Bronnie tells niece Alice a story in which Disney characters ask Jack Frost to make it snow. Frost needs a 6 pointed snowflake. The Disney characters visit 6 famous figure skaters for help crafting the snowflake.
            "," Kurt Browning
, Bronson Pinchot
, Brian Boitano
, Peter Carruthers
, Kitty Carruthers
, Ekaterina Gordeeva
, Sergei Grinkov
, Scott Hamilton
, Nancy Kerrigan
, Katarina Witt
, Lindsay Ridgeway
",English,"[' Fantasy', ' ', ' Music', None, None]",English, Walt Disney Television,
2361,129,8.2,"""Great Performances"" Oedipus Rex (TV Episode 1993) - IMDb","
                    A son is born to a young couple. The father, motivated by jealousy, takes the baby into the desert to be abandoned. The child is rescued, named Oedipus by King Polybus and Queen Merope of ...
                    "," Philip Langridge
, Jessye Norman
, Min Tanaka
, Bryn Terfel
, Harry Peeters
, Robert Swensen
, Michio Tatara
, Kayoko Shiraishi
, Katerina Bakatsaki
, Michael Curry
, Toyosaburo Hanayagi
, Hisako Horikawa
, Asako Hotta
, Yayoe Inage
, Hanako Kitazawa
",Latin,"[' Drama', ' ', None, None, None]",Latin, Philips,
2362,"1,368",7.6,Queen (TV Mini-Series 1993) - IMDb,"
                    A plantation owner's son falls in love with a slave named Easter and together they have a Mixed race daughter named Queen. As Queen grows up, she faces the struggle of trying to fit into ...
                    "," Ann-Margret
, Patricia Clarkson
, Tim Daly
, Ossie Davis
, Danny Glover
, Jasmine Guy
, Martin Sheen
, Madge Sinclair
, Sada Thompson
, Paul Winfield
, Halle Berry
, George Grizzard
, Raven-Symoné
, Dennis Haysbert
, Leo Burmester
, Frances Conroy
, Linda Hart
, Richard Jenkins
, Erik King
, Jane Krakowski
, Patrick Malone
, Peter Maloney
, Jussie Smollett
, Charlotte Moore
, Christopher Allport
, James McDaniel
, Samuel E. Wright
, Tim Guinee
, Christine Jones
, Tom Nowicki
, Ed Grady
, Martin G. James
, Chaz Lamar Shepherd
",English,"[' Biography', ' Drama', ' Romance', ' War', None]",English, Elliot Friedgen & Company,
2363,703,7.3,Mrs. 'Arris Goes to Paris (TV Movie 1992) - IMDb,"
                    An old maid in 1950s London sees a beautiful Dior dress at work and decides to one day buy one in Paris. 3 years later, she's off to an adventure in Paris.
            "," Angela Lansbury
, Diana Rigg
, Lothaire Bluteau
, John Savident
, Lila Kaye
, Tamara Gorski
, Omar Sharif
, Barbara Barnes
, Tamsin Olivier
, Trudy Weiss
, Jason Carter
, Alex Knight
, Mel Martin
, Toby Whithouse
, David Sterne
",English,"[' Drama', ' ', None, None, None]",English, Accent Productions,
2364,548,6.5,Murder in the Heartland (TV Mini-Series 1993– ) - IMDb,"
                    A wanna-be tough guy and his fourteen-year-old girlfriend go on a murder spree.
            "," Randy Quaid
, Roberts Blossom
, Tom Bower
, Rondi Reed
, Bob Gunton
, Ryan Cutrona
, Angie Bolling
, Jake Carpenter
, Heather Kafka
, Don Bloomfield
, John Hussey
, James Hansen Prince
, John S. Davies
, Mark Walters
, Jennifer Griffin
, Milo O'Shea
, Gerry Bamman
, Jeff Perry
, Connie Cooper
, Fairuza Balk
, Brian Dennehy
, Kate Reid
, Tim Roth
",English,"[' Crime', ' ', ' Thriller', None, None]",English, O'Hara-Horowitz Productions,
2365,189,6.7,An American Story (TV Movie 1992) - IMDb,"
                    World War II has ended and many soldiers return to their houses and families. But three of them find themselves with big problems when they arrive at their home village.
            "," Brad Johnson
, Kathleen Quinlan
, Tom Sizemore
, Josef Sommer
, G.W. Bailey
, Patricia Clarkson
, Lisa Blount
, David Labiosa
, John M. Jackson
, Sean Hennigan
, Brad Leland
, Titus Welliver
, Shawn Toovey
, Miraida Rios
, Jerry Haynes
",English,"[' Drama', ' ', None, None, None]",English, Hallmark Hall of Fame Productions,
2366,126,5.3,Lady Boss (TV Series 1992– ) - IMDb,"
                    The story of Lucky Santangelo taking over a movie studio in Hollywood called ""Panther Studios. ""
            "," Kim Delaney
, Jack Scalia
, Alan Rachins
, Phil Morris
, Yvette Mimieux
, Beth Toussaint
, Vanity
, Scott Valentine
, Robin Strasser
, John Randolph
, Joe Cortese
, Jeff Kaake
, Douglas Barr
, Georgann Johnson
, Tony Denison
",English,"[' Drama', ' ', None, None, None]",English, Puma Productions,
2367,350,7.7,Reasonable Doubts (TV Series 1991–1993) - IMDb,"
                    A drama about the working relationship between Assistant DA Tess Kaufman, a prosecutor sensitive to the rights of the accused, and hard-charging, gruff Detective Dicky Cobb, an old-fashioned cop with a ""bust-the-perps"" attitude.
            "," Mark Harmon
, Marlee Matlin
, William Converse-Roberts
, Tim Grimm
, Bill Pugin
, Jonathan the Dog
, Kay Lenz
, Nancy Everhard
",English,"[' Crime', ' ', None, None, None]",English, December 3rd Productions,
