,finalist,year,winner_Nominee,item_award,award_description
25796,John Lithgow,2020,Nominee,Chainsaw Award,Best Supporting Actor
25797,John Lithgow,2015,Nominee,Independent Spirit Award,Best Male Lead
25798,John Lithgow,2019,Nominee,FFCC Award,Best Supporting Actor
25799,John Lithgow,2019,Nominee,Gold Derby TV Award,Drama Supporting Actor of the Decade
25800,John Lithgow,2017,Nominee,Halfway Award,Best Supporting Actor
25801,John Lithgow,1983,Nominee,LAFCA Award,Best Supporting Actor
25802,John Lithgow,2010,Nominee,Golden Nymph,Outstanding Actor - Drama Series
25803,John Lithgow,1983,Nominee,NSFC Award,Best Supporting Actor
25804,John Lithgow,1983,Nominee,NYFCC Award,Best Supporting Actor
25805,John Lithgow,2017,Winner,OFTA Television Award,Best Supporting Actor in a Drama Series
25806,John Lithgow,1999,Nominee,People's Choice Award,Favorite Male TV Performer
25807,John Lithgow,1994,Nominee,Razzie Award,Worst Supporting Actor
25808,John Lithgow,2018,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
25809,John Lithgow,2010,Nominee,Scream Award,Best Villain
25810,John Lithgow,2020,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
25811,John Lithgow,2010,Nominee,TCA Award,Individual Achievement in Drama
25812,John Lithgow,1999,Nominee,Q Award,Best Actor in a Quality Comedy Series
25813,John Lithgow,2001,Winner,Star on the Walk of Fame,Television
25814,Tom Poston,1991,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
25815,Ann-Margret,1976,Nominee,Oscar,Best Actress in a Leading Role
25816,Ann-Margret,1999,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
25817,Ann-Margret,2010,Winner,Primetime Emmy,Outstanding Guest Actress in a Drama Series
25818,Ann-Margret,1979,Nominee,Saturn Award,Best Actress
25819,Ann-Margret,2005,Winner,Centennial Award,
25820,Ann-Margret,2013,Winner,Lifetime Achievement Award,
25821,Ann-Margret,1981,Nominee,Genie,Best Performance by a Foreign Actress
25822,Ann-Margret,1983,Winner,Golden Apple,Female Star of the Year
25823,Ann-Margret,2006,Winner,Golden Boot,
25824,Ann-Margret,1967,Nominee,Golden Laurel,Female Star
25825,Ann-Margret,1971,Nominee,NYFCC Award,Best Supporting Actress
25826,Ann-Margret,2019,Nominee,OFTA Television Award,Best Guest Actress in a Comedy Series
25827,Ann-Margret,1965,Winner,Most Popular Female Star,
25828,Ann-Margret,1993,Nominee,Razzie Award,Worst Supporting Actress
25829,Ann-Margret,1999,Nominee,Actor,Outstanding Performance by a Female Actor in a TV Movie or Miniseries
25830,Ann-Margret,2004,Nominee,Stinker Award,Worst Supporting Actress
25831,Ann-Margret,1973,Winner,Star on the Walk of Fame,Motion Picture
25832,Ann-Margret,1987,Winner,Crystal Award,
25833,JoBeth Williams,1995,Nominee,Oscar,"Best Short Film, Live Action"
25834,JoBeth Williams,1989,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
25835,JoBeth Williams,1995,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
25836,JoBeth Williams,1983,Nominee,Saturn Award,Best Actress
25837,JoBeth Williams,2002,Winner,Award of Excellence,
25838,JoBeth Williams,1984,Winner,KCFCC Award,Best Actress
25839,JoBeth Williams,2002,Winner,Career Achievement Award,
25840,Glenn Close,2019,Nominee,Oscar,Best Performance by an Actress in a Leading Role
25841,Glenn Close,2019,Winner,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
25842,Glenn Close,2012,Nominee,Primetime Emmy,Outstanding Lead Actress in a Drama Series
25843,Glenn Close,2019,Nominee,BAFTA Film Award,Best Leading Actress
25844,Glenn Close,2011,Nominee,Felix,Best Actress
25845,Glenn Close,2019,Nominee,AACTA International Award,Best Lead Actress
25846,Glenn Close,2019,Winner,Movies for Grownups Award,Best Actress
25847,Glenn Close,1997,Nominee,Saturn Award,Best Supporting Actress
25848,Glenn Close,2019,Nominee,EDA Award,Best Actress
25849,Glenn Close,1993,Nominee,American Television Award,Best Actress in a Made for TV Movie
25850,Glenn Close,2019,Nominee,ACCA,Best Actress in a Leading Role
25851,Glenn Close,2013,Nominee,BTVA Television Voice Acting Award,Best Female Vocal Performance in a Television Series in a Guest Role
25852,Glenn Close,1998,Winner,Blockbuster Entertainment Award,Favorite Supporting Actress - Action/Adventure
25853,Glenn Close,2019,Winner,Critics Choice Award,Best Actress
25854,Glenn Close,1997,Winner,CableACE,Guest Actress in a Dramatic Special or Series
25855,Glenn Close,2018,Winner,Capri Actress Award,
25856,Glenn Close,2019,Nominee,COFCA Award,Best Actress
25857,Glenn Close,1989,Nominee,CFCA Award,Best Actress
25858,Glenn Close,2001,Winner,Christopher Award,Television & Cable
25859,Glenn Close,2013,Nominee,Cinema Bloggers Award,Best Actress - International Competition
25860,Glenn Close,2020,Winner,CinEuphoria,Career - Honorary Award
25861,Glenn Close,2019,Winner,Spotlight Award,
25862,Glenn Close,2010,Nominee,Dagger,Best Leading Actress
25863,Glenn Close,2018,Nominee,DFWFCA Award,Best Actress
25864,Glenn Close,1991,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
25865,Glenn Close,2012,Nominee,DFCS Award,Best Actress
25866,Glenn Close,2014,Winner,DFCS Award,Best Ensemble
25867,Glenn Close,2000,Winner,Icon Award,
25868,Glenn Close,2019,Winner,Independent Spirit Award,Best Female Lead
25869,Glenn Close,2018,Nominee,FFCC Award,Best Actress
25870,Glenn Close,2010,Nominee,Dorian Award,TV Drama Performance of the Year
25871,Glenn Close,2002,Winner,Excellence in Media Award,
25872,Glenn Close,2019,Nominee,Gold Derby Award,Lead Actress
25873,Glenn Close,1988,Winner,Golden Camera,Best International Actress
25874,Glenn Close,2018,Nominee,Gotham Independent Film Award,Best Actress
25875,Glenn Close,2010,Winner,Gracie,Outstanding Female Lead in a Drama Series
25876,Glenn Close,1989,Nominee,Grammy,Best Recording for Children
25877,Glenn Close,2018,Nominee,GWNYFCA Award,Best Actress
25878,Glenn Close,1990,Winner,Woman of the Year,
25879,Glenn Close,2018,Winner,Hollywood Film Award,Actress of the Year
25880,Glenn Close,2019,Nominee,HFCS Award,Best Actress
25881,Glenn Close,2010,Nominee,IGN Award,Best TV Actress
25882,Glenn Close,2012,Winner,IFTA Award,Best International Actress
25883,Glenn Close,2014,Nominee,Jupiter Award,Best International Actress
25884,Glenn Close,2010,Winner,Best Documentary,Best Documentary
25885,Glenn Close,2019,Nominee,LEJA Award,Best Performance by an Actress in a Leading Role
25886,Glenn Close,2005,Winner,Bronze Leopard,Best Actress
25887,Glenn Close,2019,Nominee,ALFS Award,Actress of the Year
25888,Glenn Close,1982,Winner,LAFCA Award,Best Supporting Actress
25889,Glenn Close,1982,Winner,NBR Award,Best Supporting Actress
25890,Glenn Close,1983,Nominee,NSFC Award,Best Supporting Actress
25891,Glenn Close,2014,Winner,NFCS Award,Best Ensemble Cast
25892,Glenn Close,2018,Winner,NMFC Award,Best Actress
25893,Glenn Close,1982,Nominee,NYFCC Award,Best Supporting Actress
25894,Glenn Close,1989,Winner,Muse Award,
25895,Glenn Close,2019,Winner,OFTA TV Hall of Fame,Actors and Actresses
25896,Glenn Close,2019,Winner,Icon Award,
25897,Glenn Close,1989,Nominee,People's Choice Award,Favorite Dramatic Motion Picture Actress
25898,Glenn Close,2014,Nominee,PFCS Award,Best Ensemble Acting
25899,Glenn Close,2018,Winner,SDFCS Award,Best Actress
25900,Glenn Close,2011,Winner,Donostia Lifetime Achievement Award,
25901,Glenn Close,2019,Winner,Modern Master Award,
25902,Glenn Close,2019,Winner,Satellite Award,"Best Actress in a Motion Picture, Drama"
25903,Glenn Close,2019,Winner,Actor,Outstanding Performance by a Female Actor in a Leading Role
25904,Glenn Close,1989,Winner,ShoWest Award,Female Star of the Year
25905,Glenn Close,2018,Nominee,SLFCA Award,Best Actress
25906,Glenn Close,2009,Nominee,TCA Award,Individual Achievement in Drama
25907,Glenn Close,2000,Nominee,Stinker Award,Worst On-Screen Couple
25908,Glenn Close,2011,Winner,Best Actress Award,
25909,Glenn Close,1991,Winner,Golden Ciak,Best Actress
25910,Glenn Close,2009,Winner,Star on the Walk of Fame,Motion Picture
25911,Glenn Close,2018,Nominee,WAFCA Award,Best Actress
25912,Glenn Close,2018,Winner,Invisible Woman Award,
25913,Glenn Close,2001,Winner,Crystal Award,
25914,Glenn Close,2019,Winner,WIN Award,Outstanding Actress Feature Film
25915,Glenn Close,2012,Winner,World Soundtrack Award,Best Original Song Written for a Film
25916,Pat Harrington Jr.,1983,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
25917,Pat Harrington Jr.,1984,Winner,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
25918,Pat Harrington Jr.,2003,Nominee,TV Land Award,Nosiest Neighbor
25919,Rene Auberjonois,2001,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
25920,Rene Auberjonois,2016,Winner,Audience Award,Narrative Feature
25921,Rene Auberjonois,2014,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a Television Series - Children's/Educational
25922,Rene Auberjonois,1980,Nominee,Daytime Emmy,Outstanding Individual Achievement in Children's Programming
25923,Rene Auberjonois,2019,Winner,Career Achievement Award,
25924,Rene Auberjonois,2020,Nominee,Festival Award,Best Supporting Actor
25925,Rene Auberjonois,2001,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
25926,Rene Auberjonois,2007,Winner,Prism Award,"Performance in a Drama Series, Multi-Episode Storyline"
25927,Rene Auberjonois,2008,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
25928,Rene Auberjonois,2020,Nominee,Remi Award,Best Supporting Actor
25929,Joan Collins,1987,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
25930,Joan Collins,1984,Nominee,Primetime Emmy,Outstanding Lead Actress in a Drama Series
25931,Joan Collins,1978,Nominee,Saturn Award,Best Actress
25932,Joan Collins,1983,Nominee,ACE,Actress in a Dramatic Presentation
25933,Joan Collins,2020,Winner,CinEuphoria,Career - Honorary Award
25934,Joan Collins,1982,Winner,Golden Apple,Female Star of the Year
25935,Joan Collins,1999,Winner,Golden Camera,Millennium Award
25936,Joan Collins,2001,Winner,Golden Nymph,Outstanding Female Actor
25937,Joan Collins,2013,Nominee,Nexty,Coolest Cameo
25938,Joan Collins,2020,Winner,OFTA TV Hall of Fame,Actors and Actresses
25939,Joan Collins,1986,Nominee,People's Choice Award,Favorite Female TV Performer
25940,Joan Collins,2001,Nominee,Razzie Award,Worst Supporting Actress
25941,Joan Collins,1988,Nominee,Soap Opera Digest Award,Outstanding Villainess: Prime Time
25942,Joan Collins,2003,Nominee,TV Land Award,Hippest Fashion Plate - Female
25943,Joan Collins,1983,Winner,Star on the Walk of Fame,Television
25944,Joanna Cassidy,1984,Winner,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
25945,Joanna Cassidy,2006,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
25946,Joanna Cassidy,1990,Nominee,Saturn Award,Best Supporting Actress
25947,Joanna Cassidy,2015,Winner,Canadian Screen Award,Best Performance by an Actress in a Continuing Leading Comedic Role
25948,Joanna Cassidy,1994,Nominee,Daytime Emmy,Outstanding Performer in a Children's Special
25949,Joanna Cassidy,2011,Nominee,Gemini,Best Performance by an Actress in a Featured Supporting Role or Guest Role in a Comedic Series
25950,Joanna Cassidy,1984,Nominee,NSFC Award,Best Actress
25951,Joanna Cassidy,2015,Winner,German Independence Honorary Award,Tribute
25952,Joanna Cassidy,1984,Winner,Sant Jordi,Best Foreign Actress (Mejor Actriz Extranjera)
25953,Joanna Cassidy,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
25954,Joanna Cassidy,2010,Nominee,Streamy Award,Best Female Actor in a Comedy Web Series
25955,Jane Fonda,1987,Nominee,Oscar,Best Actress in a Leading Role
25956,Jane Fonda,2016,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
25957,Jane Fonda,2017,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
25958,Jane Fonda,1983,Nominee,BAFTA Film Award,Best Supporting Actress
25959,Jane Fonda,2016,Nominee,Movies for Grownups Award,Best Supporting Actress
25960,Jane Fonda,2014,Nominee,Hollywood Award,Best Ensemble Cast
25961,Jane Fonda,2014,Winner,Life Achievement Award,
25962,Jane Fonda,1982,Winner,Marquee,Best Supporting Actress
25963,Jane Fonda,2018,Nominee,BTVA Television Voice Acting Award,Best Female Vocal Performance in a Television Series in a Supporting Role
25964,Jane Fonda,1993,Nominee,CableACE,Informational or Documentary Host
25965,Jane Fonda,2015,Winner,Kering Women in Motion Award,
25966,Jane Fonda,2018,Winner,CinEuphoria,Career - Honorary Award
25967,Jane Fonda,2013,Winner,Critics' Choice TV Award,Best Guest Performer in a Drama Series
25968,Jane Fonda,1978,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
25969,Jane Fonda,2008,Winner,Icon Award,
25970,Jane Fonda,2001,Winner,Gala Tribute,
25971,Jane Fonda,1973,Winner,Fotogramas de Plata,Best Foreign Movie Performer (Mejor intérprete de cine extranjero)
25972,Jane Fonda,2016,Winner,Timeless Award,
25973,Jane Fonda,2013,Nominee,Gold Derby TV Award,Drama Guest Actress
25974,Jane Fonda,1977,Winner,Golden Apple,Female Star of the Year
25975,Jane Fonda,1993,Winner,Golden Boot,
25976,Jane Fonda,2017,Winner,Golden Camera for Lifetime Achievement,International
25977,Jane Fonda,2014,Winner,Gracie,Outstanding Female Actor in a Guest Role
25978,Jane Fonda,1961,Winner,Woman of the Year,
25979,Jane Fonda,2015,Winner,Hollywood Film Award,Supporting Actress of the Year
25980,Jane Fonda,1971,Winner,Image Award,Outstanding Actress in a Motion Picture
25981,Jane Fonda,1979,Winner,Jupiter Award,Best International Actress
25982,Jane Fonda,1971,Winner,KCFCC Award,Best Actress
25983,Jane Fonda,1970,Nominee,Golden Laurel,Female Comedy Performance
25984,Jane Fonda,1978,Winner,LAFCA Award,Best Actress
25985,Jane Fonda,2005,Winner,Career Achievement Award,
25986,Jane Fonda,1979,Nominee,NSFC Award,Best Actress
25987,Jane Fonda,1978,Nominee,NYFCC Award,Best Actress
25988,Jane Fonda,2017,Nominee,OFTA Television Award,Best Actress in a Comedy Series
25989,Jane Fonda,2017,Nominee,People's Choice Award,Favorite Premium Series Actress
25990,Jane Fonda,2019,Winner,Stanley Kramer Award,
25991,Jane Fonda,1982,Winner,Showmanship Award,Motion Picture
25992,Jane Fonda,1990,Nominee,Razzie Award,Worst Actress
25993,Jane Fonda,2016,Winner,Kirk Douglas Award for Excellence in Film,
25994,Jane Fonda,2016,Nominee,Satellite Award,Best Actress in a Supporting Role
25995,Jane Fonda,2001,Winner,Lifetime Achievement Award,
25996,Jane Fonda,2019,Nominee,Actor,Outstanding Performance by a Female Actor in a Comedy Series
25997,Jane Fonda,1979,Winner,ShoWest Award,Female Star of the Year
25998,Jane Fonda,2005,Nominee,Teen Choice Award,Choice Movie Hissy Fit
25999,Jane Fonda,2018,Winner,Lifetime Achievement Award,
26000,Jane Fonda,2017,Winner,Career Golden Lion,
26001,Jane Fonda,2019,Winner,Acting and Activism Award,
26002,Jane Fonda,1981,Winner,Crystal Award,
26003,Deborah Kerr,1994,Winner,Honorary Award,
26004,Deborah Kerr,1959,Winner,Henrietta Award,World Film Favorite - Female
26005,Deborah Kerr,1985,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Limited Series or a Special
26006,Deborah Kerr,1991,Winner,Special Award,
26007,Deborah Kerr,1986,Winner,BFI Fellowship,
26008,Deborah Kerr,1984,Winner,Festival Trophy,
26009,Deborah Kerr,1987,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
26010,Deborah Kerr,1956,Winner,Golden Apple,Most Cooperative Actress
26011,Deborah Kerr,1965,Nominee,Golden Laurel,Female Star
26012,Deborah Kerr,1960,Winner,NYFCC Award,Best Actress
26013,Deborah Kerr,2007,Winner,OFTA Film Hall of Fame,Acting
26014,Deborah Kerr,1958,Winner,Most Popular Female Star,
26015,Deborah Kerr,1960,Winner,Star on the Walk of Fame,Motion Picture
26016,Kim Stanley,1983,Nominee,Oscar,Best Actress in a Supporting Role
26017,Kim Stanley,1983,Nominee,Golden Globe,Best Actress in a Supporting Role - Motion Picture
26018,Kim Stanley,1985,Winner,Primetime Emmy,Outstanding Supporting Actress in a Limited Series or a Special
26019,Kim Stanley,1965,Nominee,BAFTA Film Award,Best Foreign Actress
26020,Kim Stanley,1965,Nominee,Golden Laurel,"Dramatic Performance, Female"
26021,Kim Stanley,1964,Winner,NBR Award,Best Actress
26022,Kim Stanley,1964,Winner,NYFCC Award,Best Actress
26023,Dabney Coleman,1988,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
26024,Dabney Coleman,1991,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
26025,Dabney Coleman,1987,Nominee,ACE,Actor in a Movie or Miniseries
26026,Dabney Coleman,2018,Winner,Mary Pickford Award,
26027,Dabney Coleman,2012,Winner,Actor,Outstanding Performance by an Ensemble in a Drama Series
26028,Dabney Coleman,2014,Winner,Star on the Walk of Fame,Television
26029,Alfre Woodard,1984,Nominee,Oscar,Best Actress in a Supporting Role
26030,Alfre Woodard,2001,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
26031,Alfre Woodard,2013,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
26032,Sherman Hemsley,1985,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
26033,Sherman Hemsley,1984,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
26034,Sherman Hemsley,1995,Nominee,CableACE,Performance in a Comedy Special
26035,Sherman Hemsley,1982,Winner,Image Award,Best Performance by an Actor in a Comedy Series or Special
